model,nowcast_date,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,failure,id
"Independent by age, Reference: Week, Report: Day of week",2022-03-19,1.01,8,0.004,8,594,0.297,486.7,FALSE,2331
"Independent by age, Reference: Week, Report: Day of week",2022-03-19,1.01,0,0,8,551,0.2755,530,FALSE,2332
"Independent by age, Reference: Week, Report: Day of week",2022-03-19,1.02,0,0,8,723,0.3615,564.8,FALSE,2333
"Independent by age, Reference: Week, Report: Day of week",2022-03-19,1.01,0,0,8,1572,0.786,598.5,FALSE,2334
"Independent by age, Reference: Week, Report: Day of week",2022-03-19,1.01,0,0,8,465,0.2325,548.1,FALSE,2335
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.02,0,0,8,1098,0.549,639.3,FALSE,2336
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,0,0,8,644,0.322,484.1,FALSE,2337
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,3,0.0015,8,621,0.3105,517.3,FALSE,2338
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,0,0,8,152,0.076,472.8,FALSE,2339
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,0,0,8,1099,0.5495,550.7,FALSE,2340
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,0,0,8,1252,0.626,629.1,FALSE,2341
"Independent by age, Reference: Week, Report: Day of week",2022-03-20,1.01,0,0,8,920,0.46,590.6,FALSE,2342
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,855,0.4275,443.2,FALSE,2343
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,366,0.183,338,FALSE,2344
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,1518,0.759,294,FALSE,2345
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,528,0.264,273.2,FALSE,2346
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,824,0.412,307.3,FALSE,2347
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,9,5,0.0025,359.6,FALSE,2348
"Independent by age, Reference: Week, Report: Day of week",2022-03-21,1.01,0,0,8,188,0.094,294.8,FALSE,2349
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,1371,0.6855,623.7,FALSE,2350
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,167,0.0835,428.1,FALSE,2351
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.02,0,0,8,71,0.0355,441.7,FALSE,2352
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,1216,0.608,593.5,FALSE,2353
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,668,0.334,564.1,FALSE,2354
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,637,0.3185,587.3,FALSE,2355
"Independent by age, Reference: Week, Report: Day of week",2022-03-22,1.01,0,0,8,1384,0.692,628.6,FALSE,2356
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1.01,0,0,8,1481,0.7405,637.4,FALSE,2357
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1.02,0,0,8,266,0.133,452.4,FALSE,2358
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1.01,0,0,8,667,0.3335,502.8,FALSE,2359
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1,0,0,8,1189,0.5945,556.4,FALSE,2360
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1.01,0,0,8,1704,0.852,604.8,FALSE,2361
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1,0,0,8,1213,0.6065,577.9,FALSE,2362
"Independent by age, Reference: Week, Report: Day of week",2022-03-23,1.01,0,0,8,50,0.025,489.9,FALSE,2363
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1,0,0,8,489,0.2445,290,FALSE,2364
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1.01,0,0,8,1423,0.7115,256.4,FALSE,2365
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1.01,0,0,8,41,0.0205,207.2,FALSE,2366
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1.01,0,0,8,885,0.4425,272.7,FALSE,2367
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1,0,0,8,787,0.3935,281.9,FALSE,2368
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1.02,0,0,8,993,0.4965,285.8,FALSE,2369
"Independent by age, Reference: Week, Report: Day of week",2022-03-24,1.01,0,0,8,878,0.439,356.4,FALSE,2370
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.01,0,0,8,1355,0.6775,293,FALSE,2371
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.02,0,0,8,1809,0.9045,287.5,FALSE,2372
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.03,0,0,8,681,0.3405,251.1,FALSE,2373
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.01,0,0,8,857,0.4285,252.4,FALSE,2374
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1,0,0,8,1553,0.7765,279.3,FALSE,2375
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.01,0,0,8,1702,0.851,303.7,FALSE,2376
"Independent by age, Reference: Week, Report: Day of week",2022-03-25,1.01,0,0,8,963,0.4815,292.5,FALSE,2377
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.01,0,0,8,1421,0.7105,640.8,FALSE,2378
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.05,3,0.0015,8,1612,0.806,611.9,FALSE,2379
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.09,3,0.0015,8,1014,0.507,560.2,FALSE,2380
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.01,0,0,8,1722,0.861,568.6,FALSE,2381
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.01,0,0,8,1329,0.6645,622.7,FALSE,2382
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.01,0,0,8,1466,0.733,597.8,FALSE,2383
"Independent by age, Reference: Week, Report: Day of week",2022-03-26,1.01,0,0,8,1669,0.8345,675.3,FALSE,2384
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1.01,0,0,8,953,0.4765,606.5,FALSE,2385
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1.01,0,0,8,1060,0.53,589.2,FALSE,2386
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1.02,2,0.001,8,470,0.235,478.5,FALSE,2387
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1.01,0,0,8,974,0.487,535.8,FALSE,2388
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1.01,0,0,8,74,0.037,482,FALSE,2389
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1,0,0,8,779,0.3895,595.5,FALSE,2390
"Independent by age, Reference: Week, Report: Day of week",2022-03-27,1,0,0,8,1539,0.7695,631.7,FALSE,2391
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,1284,0.642,634.4,FALSE,2392
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.04,0,0,8,822,0.411,612.1,FALSE,2393
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,500,0.25,508.8,FALSE,2394
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,1165,0.5825,527.9,FALSE,2395
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,1451,0.7255,570.7,FALSE,2396
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,1396,0.698,636.9,FALSE,2397
"Independent by age, Reference: Week, Report: Day of week",2022-03-28,1.01,0,0,8,1167,0.5835,634.6,FALSE,2398
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.02,0,0,8,1269,0.6345,304.3,FALSE,2399
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.04,0,0,8,1300,0.65,311.2,FALSE,2400
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.02,0,0,8,997,0.4985,284.8,FALSE,2401
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.01,0,0,8,1612,0.806,288.5,FALSE,2402
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.01,0,0,8,1013,0.5065,290.9,FALSE,2403
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.01,0,0,8,1679,0.8395,320.8,FALSE,2404
"Independent by age, Reference: Week, Report: Day of week",2022-03-29,1.01,0,0,8,1364,0.682,296.7,FALSE,2405
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.01,0,0,8,679,0.3395,611.6,FALSE,2406
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.03,0,0,8,1878,0.939,695,FALSE,2407
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.02,0,0,8,987,0.4935,537.5,FALSE,2408
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.01,0,0,8,58,0.029,437.4,FALSE,2409
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.01,0,0,8,282,0.141,478.8,FALSE,2410
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.01,0,0,8,940,0.47,588.1,FALSE,2411
"Independent by age, Reference: Week, Report: Day of week",2022-03-30,1.01,0,0,8,1741,0.8705,634.4,FALSE,2412
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,815,0.4075,294,FALSE,2413
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,1869,0.9345,331,FALSE,2414
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,867,0.4335,258.6,FALSE,2415
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1,0,0,8,375,0.1875,242,FALSE,2416
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,1164,0.582,279.3,FALSE,2417
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,1492,0.746,293.5,FALSE,2418
"Independent by age, Reference: Week, Report: Day of week",2022-03-31,1.01,0,0,8,1125,0.5625,316.1,FALSE,2419
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.01,0,0,9,21,0.0105,657.2,FALSE,2420
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.03,0,0,8,1896,0.948,668.7,FALSE,2421
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.02,0,0,8,68,0.034,428.1,FALSE,2422
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.01,0,0,8,1297,0.6485,541.5,FALSE,2423
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.01,1,5e-04,9,1,5e-04,577.2,FALSE,2424
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.01,0,0,8,1606,0.803,602.1,FALSE,2425
"Independent by age, Reference: Week, Report: Day of week",2022-04-01,1.01,0,0,9,1,5e-04,648.2,FALSE,2426
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,0,0,8,922,0.461,327,FALSE,2427
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,5,0.0025,8,1285,0.6425,339.1,FALSE,2428
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,0,0,8,1577,0.7885,285.9,FALSE,2429
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.02,0,0,8,852,0.426,291.8,FALSE,2430
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,0,0,8,703,0.3515,273.4,FALSE,2431
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,0,0,8,1338,0.669,322.6,FALSE,2432
"Independent by age, Reference: Week, Report: Day of week",2022-04-02,1.01,0,0,8,1698,0.849,329.7,FALSE,2433
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.01,0,0,8,950,0.475,321.5,FALSE,2434
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.02,2,0.001,8,1737,0.8685,343.5,FALSE,2435
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.02,0,0,8,905,0.4525,245.1,FALSE,2436
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.01,0,0,8,424,0.212,261.2,FALSE,2437
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.01,0,0,8,383,0.1915,267.1,FALSE,2438
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.01,0,0,9,1,5e-04,294.9,FALSE,2439
"Independent by age, Reference: Week, Report: Day of week",2022-04-03,1.01,0,0,8,1626,0.813,308.8,FALSE,2440
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.02,0,0,8,1114,0.557,360.3,FALSE,2441
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.03,0,0,8,1996,0.998,350.1,FALSE,2442
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.01,0,0,8,621,0.3105,267.2,FALSE,2443
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.01,0,0,8,490,0.245,268.5,FALSE,2444
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.02,0,0,8,1188,0.594,285.3,FALSE,2445
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.01,0,0,8,1581,0.7905,306.2,FALSE,2446
"Independent by age, Reference: Week, Report: Day of week",2022-04-04,1.01,0,0,8,990,0.495,303.3,FALSE,2447
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1.01,0,0,8,876,0.438,614.7,FALSE,2448
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1.02,0,0,9,952,0.476,964.1,FALSE,2449
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1.01,0,0,8,1905,0.9525,582.4,FALSE,2450
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1,0,0,8,1626,0.813,565.1,FALSE,2451
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1.01,0,0,9,7,0.0035,607.4,FALSE,2452
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1.01,0,0,8,1313,0.6565,614,FALSE,2453
"Independent by age, Reference: Week, Report: Day of week",2022-04-05,1,0,0,8,1404,0.702,629.4,FALSE,2454
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,1282,0.641,674.3,FALSE,2455
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.04,0,0,9,799,0.3995,879.7,FALSE,2456
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,1586,0.793,531.5,FALSE,2457
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,381,0.1905,514,FALSE,2458
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,1050,0.525,606.3,FALSE,2459
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,978,0.489,611.6,FALSE,2460
"Independent by age, Reference: Week, Report: Day of week",2022-04-06,1.01,0,0,8,1081,0.5405,626.1,FALSE,2461
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1,0,0,8,1517,0.7585,642,FALSE,2462
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1.04,0,0,9,340,0.17,772.3,FALSE,2463
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1.01,1,5e-04,8,1090,0.545,486.3,FALSE,2464
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1,0,0,8,896,0.448,517.9,FALSE,2465
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1.01,0,0,8,1006,0.503,548.1,FALSE,2466
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1.01,0,0,9,1,5e-04,612.6,FALSE,2467
"Independent by age, Reference: Week, Report: Day of week",2022-04-07,1.01,0,0,8,1192,0.596,620.2,FALSE,2468
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1,0,0,8,1459,0.7295,328.7,FALSE,2469
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.07,0,0,8,1975,0.9875,326.6,FALSE,2470
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.01,0,0,8,696,0.348,250.3,FALSE,2471
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.01,0,0,8,1008,0.504,283,FALSE,2472
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.01,0,0,8,1005,0.5025,293.2,FALSE,2473
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.01,0,0,8,867,0.4335,285.9,FALSE,2474
"Independent by age, Reference: Week, Report: Day of week",2022-04-08,1.01,0,0,8,1221,0.6105,299.9,FALSE,2475
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,0,0,8,1740,0.87,340.8,FALSE,2476
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.02,3,0.0015,8,1155,0.5775,284.8,FALSE,2477
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,22,0.011,8,494,0.247,236.4,FALSE,2478
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,0,0,8,1224,0.612,302.6,FALSE,2479
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,0,0,8,1056,0.528,295.1,FALSE,2480
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,6,0.003,8,1461,0.7305,320.5,FALSE,2481
"Independent by age, Reference: Week, Report: Day of week",2022-04-09,1.01,0,0,8,1028,0.514,322.4,FALSE,2482
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.01,0,0,8,1098,0.549,315.7,FALSE,2483
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.08,0,0,8,68,0.034,242.5,FALSE,2484
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.01,3,0.0015,8,145,0.0725,210.3,FALSE,2485
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1,0,0,8,1458,0.729,292.7,FALSE,2486
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.01,0,0,8,1218,0.609,288.2,FALSE,2487
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.01,0,0,8,1463,0.7315,305.2,FALSE,2488
"Independent by age, Reference: Week, Report: Day of week",2022-04-10,1.01,0,0,8,996,0.498,329.6,FALSE,2489
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.01,0,0,8,1388,0.694,639.7,FALSE,2490
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.06,0,0,8,1687,0.8435,626.5,FALSE,2491
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1,0,0,8,1017,0.5085,531,FALSE,2492
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.01,0,0,8,1721,0.8605,577.1,FALSE,2493
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.01,0,0,8,1095,0.5475,598.4,FALSE,2494
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.01,0,0,9,1,5e-04,589.2,FALSE,2495
"Independent by age, Reference: Week, Report: Day of week",2022-04-11,1.01,0,0,8,657,0.3285,591.2,FALSE,2496
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.01,0,0,8,1595,0.7975,625.6,FALSE,2497
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.03,0,0,8,965,0.4825,543,FALSE,2498
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.02,0,0,8,714,0.357,509.2,FALSE,2499
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1,0,0,8,1023,0.5115,547.5,FALSE,2500
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.02,0,0,8,557,0.2785,565.8,FALSE,2501
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.01,0,0,8,1300,0.65,621.9,FALSE,2502
"Independent by age, Reference: Week, Report: Day of week",2022-04-12,1.01,0,0,8,824,0.412,612.5,FALSE,2503
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,1727,0.8635,680.8,FALSE,2504
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.02,0,0,8,1984,0.992,620.5,FALSE,2505
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,625,0.3125,499.3,FALSE,2506
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,620,0.31,529.1,FALSE,2507
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,1570,0.785,578.3,FALSE,2508
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,799,0.3995,609.7,FALSE,2509
"Independent by age, Reference: Week, Report: Day of week",2022-04-13,1.01,0,0,8,560,0.28,596.1,FALSE,2510
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1,0,0,9,1,5e-04,301.5,FALSE,2511
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.03,0,0,8,1764,0.882,279.9,FALSE,2512
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.03,0,0,8,1661,0.8305,249.2,FALSE,2513
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.01,0,0,8,1292,0.646,286.1,FALSE,2514
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.01,0,0,8,1120,0.56,289.3,FALSE,2515
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.01,0,0,8,1499,0.7495,303.6,FALSE,2516
"Independent by age, Reference: Week, Report: Day of week",2022-04-14,1.01,0,0,8,1082,0.541,302.6,FALSE,2517
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,874,0.437,308.9,FALSE,2518
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.03,0,0,8,1903,0.9515,306.1,FALSE,2519
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,1315,0.6575,245.5,FALSE,2520
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,1661,0.8305,257.3,FALSE,2521
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,863,0.4315,266.6,FALSE,2522
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,1216,0.608,282.1,FALSE,2523
"Independent by age, Reference: Week, Report: Day of week",2022-04-15,1.01,0,0,8,1841,0.9205,308.1,FALSE,2524
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.01,3,0.0015,8,395,0.1975,542.8,FALSE,2525
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.02,8,0.004,9,817,0.4085,847.7,FALSE,2526
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.01,66,0.033,8,1304,0.652,487.3,FALSE,2527
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.03,7,0.0035,8,549,0.2745,487.9,FALSE,2528
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.01,94,0.047,8,174,0.087,434.9,FALSE,2529
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.02,38,0.019,8,1166,0.583,576,FALSE,2530
"Independent by age, Reference: Week, Report: Day of week",2022-04-16,1.01,2,0.001,8,933,0.4665,572.1,FALSE,2531
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,1,5e-04,8,156,0.078,461.5,FALSE,2532
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,7,0.0035,8,1931,0.9655,611.7,FALSE,2533
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,31,0.0155,8,87,0.0435,393.9,FALSE,2534
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,0,0,8,112,0.056,432.1,FALSE,2535
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,3,0.0015,8,626,0.313,522.7,FALSE,2536
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,1,5e-04,8,184,0.092,468.5,FALSE,2537
"Independent by age, Reference: Week, Report: Day of week",2022-04-17,1.01,0,0,8,232,0.116,459.3,FALSE,2538
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,4,0.002,8,1258,0.629,304.1,FALSE,2539
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,17,0.0085,8,257,0.1285,243.4,FALSE,2540
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,17,0.0085,8,787,0.3935,256.5,FALSE,2541
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,0,0,8,111,0.0555,222.9,FALSE,2542
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,3,0.0015,8,233,0.1165,245.1,FALSE,2543
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,3,0.0015,8,524,0.262,265.6,FALSE,2544
"Independent by age, Reference: Week, Report: Day of week",2022-04-18,1.01,0,0,8,890,0.445,276.3,FALSE,2545
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.01,0,0,8,1894,0.947,654.1,FALSE,2546
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.01,49,0.0245,8,225,0.1125,451.4,FALSE,2547
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.03,41,0.0205,8,53,0.0265,405,FALSE,2548
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.02,0,0,8,1045,0.5225,564.3,FALSE,2549
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.01,5,0.0025,8,1411,0.7055,621.9,FALSE,2550
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.01,0,0,8,1818,0.909,643.6,FALSE,2551
"Independent by age, Reference: Week, Report: Day of week",2022-04-19,1.01,0,0,8,1810,0.905,635.9,FALSE,2552
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,1001,0.5005,304.2,FALSE,2553
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,757,0.3785,254.6,FALSE,2554
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,4,0.002,8,8,0.004,196.9,FALSE,2555
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,159,0.0795,241.9,FALSE,2556
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,607,0.3035,245.2,FALSE,2557
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,1943,0.9715,294.1,FALSE,2558
"Independent by age, Reference: Week, Report: Day of week",2022-04-20,1.01,0,0,8,1345,0.6725,287.7,FALSE,2559
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.01,0,0,8,642,0.321,259.3,FALSE,2560
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.01,0,0,8,517,0.2585,245.4,FALSE,2561
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1,0,0,8,995,0.4975,237,FALSE,2562
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.02,0,0,8,384,0.192,232.4,FALSE,2563
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.01,0,0,8,153,0.0765,201.8,FALSE,2564
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.01,0,0,8,814,0.407,255.8,FALSE,2565
"Independent by age, Reference: Week, Report: Day of week",2022-04-21,1.01,0,0,8,51,0.0255,210.7,FALSE,2566
"Independent by age, Reference: Week, Report: Day of week",2022-04-22,1,0,0,8,397,0.1985,249.6,FALSE,2567
"Independent by age, Reference: Week, Report: Day of week",2022-04-22,1.01,0,0,8,993,0.4965,254.3,FALSE,2568
"Independent by age, Reference: Week, Report: Day of week",2022-04-22,1.01,0,0,8,1253,0.6265,228.5,FALSE,2569
