model,nowcast_date,run_time,run_time_mins,run_time_hrs
"Reference: Fixed, Report: Fixed",2022-01-14,1818.8,30.3133333333333,0.505222222222222
"Reference: Fixed, Report: Fixed",2022-01-15,1154.1,19.235,0.320583333333333
"Reference: Fixed, Report: Fixed",2022-01-16,1286.5,21.4416666666667,0.357361111111111
"Reference: Fixed, Report: Fixed",2022-01-17,2232.6,37.21,0.620166666666667
"Reference: Fixed, Report: Fixed",2022-01-18,1843.8,30.73,0.512166666666667
"Reference: Fixed, Report: Fixed",2022-01-19,1144.7,19.0783333333333,0.317972222222222
"Reference: Fixed, Report: Fixed",2022-01-20,1808.3,30.1383333333333,0.502305555555556
"Reference: Fixed, Report: Fixed",2022-01-21,2059.4,34.3233333333333,0.572055555555556
"Reference: Fixed, Report: Fixed",2022-01-22,2058.9,34.315,0.571916666666667
"Reference: Fixed, Report: Fixed",2022-01-23,2169.5,36.1583333333333,0.602638888888889
"Reference: Fixed, Report: Fixed",2022-01-24,2143.7,35.7283333333333,0.595472222222222
"Reference: Fixed, Report: Fixed",2022-01-25,1874.5,31.2416666666667,0.520694444444445
"Reference: Fixed, Report: Fixed",2022-01-26,2145.3,35.755,0.595916666666667
"Reference: Fixed, Report: Fixed",2022-01-27,2143.9,35.7316666666667,0.595527777777778
"Reference: Fixed, Report: Fixed",2022-01-28,2010.2,33.5033333333333,0.558388888888889
"Reference: Fixed, Report: Fixed",2022-01-29,1975.3,32.9216666666667,0.548694444444445
"Reference: Fixed, Report: Fixed",2022-01-30,1871.9,31.1983333333333,0.519972222222222
"Reference: Fixed, Report: Fixed",2022-01-31,1195.3,19.9216666666667,0.332027777777778
"Reference: Fixed, Report: Fixed",2022-02-01,1347.5,22.4583333333333,0.374305555555556
"Reference: Fixed, Report: Fixed",2022-02-02,2723.7,45.395,0.756583333333333
"Reference: Fixed, Report: Fixed",2022-02-03,2721.7,45.3616666666667,0.756027777777778
"Reference: Fixed, Report: Fixed",2022-02-04,1383.7,23.0616666666667,0.384361111111111
"Reference: Fixed, Report: Fixed",2022-02-05,1364.7,22.745,0.379083333333333
"Reference: Fixed, Report: Fixed",2022-02-06,2718.2,45.3033333333333,0.755055555555556
"Reference: Fixed, Report: Fixed",2022-02-07,1342.7,22.3783333333333,0.372972222222222
"Reference: Fixed, Report: Fixed",2022-02-08,3500.3,58.3383333333334,0.972305555555556
"Reference: Fixed, Report: Fixed",2022-02-09,2739.5,45.6583333333333,0.760972222222222
"Reference: Fixed, Report: Fixed",2022-02-10,5451.5,90.8583333333333,1.51430555555556
"Reference: Fixed, Report: Fixed",2022-02-11,5053,84.2166666666667,1.40361111111111
"Reference: Fixed, Report: Fixed",2022-02-12,2800.7,46.6783333333333,0.777972222222222
"Reference: Fixed, Report: Fixed",2022-02-13,2704.8,45.08,0.751333333333333
"Reference: Fixed, Report: Fixed",2022-02-14,2692.3,44.8716666666667,0.747861111111111
"Reference: Fixed, Report: Fixed",2022-02-15,1705.5,28.425,0.47375
"Reference: Fixed, Report: Fixed",2022-02-16,2679.7,44.6616666666667,0.744361111111111
"Reference: Fixed, Report: Fixed",2022-02-17,2643.6,44.06,0.734333333333333
"Reference: Fixed, Report: Fixed",2022-02-18,2719.8,45.33,0.7555
"Reference: Fixed, Report: Fixed",2022-02-19,2769.8,46.1633333333333,0.769388888888889
"Reference: Fixed, Report: Fixed",2022-02-20,2657.6,44.2933333333333,0.738222222222222
"Reference: Fixed, Report: Fixed",2022-02-21,1674.5,27.9083333333333,0.465138888888889
"Reference: Fixed, Report: Fixed",2022-02-22,1758,29.3,0.488333333333333
"Reference: Fixed, Report: Fixed",2022-02-23,2724.4,45.4066666666667,0.756777777777778
"Reference: Fixed, Report: Fixed",2022-02-24,2716.2,45.27,0.7545
"Reference: Fixed, Report: Fixed",2022-02-25,2814.7,46.9116666666667,0.781861111111111
"Reference: Fixed, Report: Fixed",2022-02-26,2799.8,46.6633333333333,0.777722222222222
"Reference: Fixed, Report: Fixed",2022-02-27,1326.7,22.1116666666667,0.368527777777778
"Reference: Fixed, Report: Fixed",2022-02-28,1442.3,24.0383333333333,0.400638888888889
"Reference: Fixed, Report: Fixed",2022-03-01,1384.6,23.0766666666667,0.384611111111111
"Reference: Fixed, Report: Fixed",2022-03-02,2628.4,43.8066666666667,0.730111111111111
"Reference: Fixed, Report: Fixed",2022-03-03,2783.2,46.3866666666667,0.773111111111111
"Reference: Fixed, Report: Fixed",2022-03-04,1559.7,25.995,0.43325
"Reference: Fixed, Report: Fixed",2022-03-05,1398.8,23.3133333333333,0.388555555555556
"Reference: Fixed, Report: Fixed",2022-03-06,1332,22.2,0.37
"Reference: Fixed, Report: Fixed",2022-03-07,2596.7,43.2783333333333,0.721305555555556
"Reference: Fixed, Report: Fixed",2022-03-08,2806.5,46.775,0.779583333333333
"Reference: Fixed, Report: Fixed",2022-03-09,2742.3,45.705,0.76175
"Reference: Fixed, Report: Fixed",2022-03-10,2618.9,43.6483333333333,0.727472222222222
"Reference: Fixed, Report: Fixed",2022-03-11,1380.5,23.0083333333333,0.383472222222222
"Reference: Fixed, Report: Fixed",2022-03-12,1368.3,22.805,0.380083333333333
"Reference: Fixed, Report: Fixed",2022-03-13,2650.7,44.1783333333333,0.736305555555556
"Reference: Fixed, Report: Fixed",2022-03-14,2638.2,43.97,0.732833333333333
"Reference: Fixed, Report: Fixed",2022-03-15,2882.4,48.04,0.800666666666667
"Reference: Fixed, Report: Fixed",2022-03-16,2669.8,44.4966666666667,0.741611111111111
"Reference: Fixed, Report: Fixed",2022-03-17,1265.9,21.0983333333333,0.351638888888889
"Reference: Fixed, Report: Fixed",2022-03-18,1248.2,20.8033333333333,0.346722222222222
"Reference: Fixed, Report: Fixed",2022-03-19,2632.5,43.875,0.73125
"Reference: Fixed, Report: Fixed",2022-03-20,2611.4,43.5233333333333,0.725388888888889
"Reference: Fixed, Report: Fixed",2022-03-21,1540.3,25.6716666666667,0.427861111111111
"Reference: Fixed, Report: Fixed",2022-03-22,2686.3,44.7716666666667,0.746194444444445
"Reference: Fixed, Report: Fixed",2022-03-23,2595.4,43.2566666666667,0.720944444444445
"Reference: Fixed, Report: Fixed",2022-03-24,1553.1,25.885,0.431416666666667
"Reference: Fixed, Report: Fixed",2022-03-25,1387,23.1166666666667,0.385277777777778
"Reference: Fixed, Report: Fixed",2022-03-26,2758.6,45.9766666666667,0.766277777777778
"Reference: Fixed, Report: Fixed",2022-03-27,2656.6,44.2766666666667,0.737944444444444
"Reference: Fixed, Report: Fixed",2022-03-28,2618.6,43.6433333333333,0.727388888888889
"Reference: Fixed, Report: Fixed",2022-03-29,1324.9,22.0816666666667,0.368027777777778
"Reference: Fixed, Report: Fixed",2022-03-30,2661.8,44.3633333333333,0.739388888888889
"Reference: Fixed, Report: Fixed",2022-03-31,1342.9,22.3816666666667,0.373027777777778
"Reference: Fixed, Report: Fixed",2022-04-01,2831.4,47.19,0.7865
"Reference: Fixed, Report: Fixed",2022-04-02,1372.5,22.875,0.38125
"Reference: Fixed, Report: Fixed",2022-04-03,1321.1,22.0183333333333,0.366972222222222
"Reference: Fixed, Report: Fixed",2022-04-04,1374,22.9,0.381666666666667
"Reference: Fixed, Report: Fixed",2022-04-05,2658.8,44.3133333333333,0.738555555555556
"Reference: Fixed, Report: Fixed",2022-04-06,2721,45.35,0.755833333333333
"Reference: Fixed, Report: Fixed",2022-04-07,2754.8,45.9133333333333,0.765222222222222
"Reference: Fixed, Report: Fixed",2022-04-08,1380,23,0.383333333333333
"Reference: Fixed, Report: Fixed",2022-04-09,1384.5,23.075,0.384583333333333
"Reference: Fixed, Report: Fixed",2022-04-10,1321.8,22.03,0.367166666666667
"Reference: Fixed, Report: Fixed",2022-04-11,2698.3,44.9716666666667,0.749527777777778
"Reference: Fixed, Report: Fixed",2022-04-12,2674.6,44.5766666666667,0.742944444444445
"Reference: Fixed, Report: Fixed",2022-04-13,2601.5,43.3583333333333,0.722638888888889
"Reference: Fixed, Report: Fixed",2022-04-14,1355.7,22.595,0.376583333333333
"Reference: Fixed, Report: Fixed",2022-04-15,1325.5,22.0916666666667,0.368194444444444
"Reference: Fixed, Report: Fixed",2022-04-16,2590.5,43.175,0.719583333333333
"Reference: Fixed, Report: Fixed",2022-04-17,2505.2,41.7533333333333,0.695888888888889
"Reference: Fixed, Report: Fixed",2022-04-18,1328.5,22.1416666666667,0.369027777777778
"Reference: Fixed, Report: Fixed",2022-04-19,2636.9,43.9483333333333,0.732472222222222
"Reference: Fixed, Report: Fixed",2022-04-20,1287.3,21.455,0.357583333333333
"Reference: Fixed, Report: Fixed",2022-04-21,1288.9,21.4816666666667,0.358027777777778
"Reference: Fixed, Report: Fixed",2022-04-22,1287.7,21.4616666666667,0.357694444444444
"Reference: Fixed, Report: Fixed",2022-04-23,2573.1,42.885,0.71475
"Reference: Fixed, Report: Fixed",2022-04-24,2584.8,43.08,0.718
"Reference: Fixed, Report: Fixed",2022-04-25,2564.5,42.7416666666667,0.712361111111111
"Reference: Fixed, Report: Fixed",2022-04-26,2543.9,42.3983333333333,0.706638888888889
"Reference: Fixed, Report: Fixed",2022-04-27,1269.8,21.1633333333333,0.352722222222222
"Reference: Fixed, Report: Fixed",2022-04-28,1280.4,21.34,0.355666666666667
"Reference: Fixed, Report: Fixed",2022-04-29,2630.6,43.8433333333333,0.730722222222222
"Reference: Fixed, Report: Fixed",2022-04-30,2568,42.8,0.713333333333333
"Reference: Fixed, Report: Fixed",2022-05-01,2529.9,42.165,0.70275
"Reference: Fixed, Report: Fixed",2022-05-02,1288.8,21.48,0.358
"Reference: Fixed, Report: Fixed",2022-05-03,2598,43.3,0.721666666666667
"Reference: Fixed, Report: Fixed",2022-05-04,2582.8,43.0466666666667,0.717444444444444
"Reference: Fixed, Report: Fixed",2022-05-05,1232.6,20.5433333333333,0.342388888888889
"Reference: Fixed, Report: Fixed",2022-05-06,1188.1,19.8016666666667,0.330027777777778
"Reference: Fixed, Report: Fixed",2022-05-07,1267,21.1166666666667,0.351944444444444
"Reference: Fixed, Report: Fixed",2022-05-08,2466.5,41.1083333333333,0.685138888888889
"Reference: Fixed, Report: Fixed",2022-05-09,2531.6,42.1933333333333,0.703222222222222
"Reference: Fixed, Report: Fixed",2022-05-10,2340.1,39.0016666666667,0.650027777777778
"Reference: Fixed, Report: Fixed",2022-05-11,1245,20.75,0.345833333333333
"Reference: Fixed, Report: Fixed",2022-05-12,2382.1,39.7016666666667,0.661694444444445
"Reference: Fixed, Report: Fixed",2022-05-13,1263.2,21.0533333333333,0.350888888888889
"Reference: Fixed, Report: Fixed",2022-05-14,1235,20.5833333333333,0.343055555555556
"Reference: Fixed, Report: Fixed",2022-05-15,2204.5,36.7416666666667,0.612361111111111
"Reference: Fixed, Report: Fixed",2022-05-16,1152.2,19.2033333333333,0.320055555555556
"Reference: Fixed, Report: Fixed",2022-05-17,2400.2,40.0033333333333,0.666722222222222
"Reference: Fixed, Report: Day of week",2021-10-01,1711.5,28.525,0.475416666666667
"Reference: Fixed, Report: Day of week",2021-10-02,1724.3,28.7383333333333,0.478972222222222
"Reference: Fixed, Report: Day of week",2021-10-03,1715.6,28.5933333333333,0.476555555555556
"Reference: Fixed, Report: Day of week",2021-10-04,1746.1,29.1016666666667,0.485027777777778
"Reference: Fixed, Report: Day of week",2021-10-05,1745.8,29.0966666666667,0.484944444444445
"Reference: Fixed, Report: Day of week",2021-10-06,1745.1,29.085,0.48475
"Reference: Fixed, Report: Day of week",2021-10-07,1768.2,29.47,0.491166666666667
"Reference: Fixed, Report: Day of week",2021-10-08,1796.6,29.9433333333333,0.499055555555556
"Reference: Fixed, Report: Day of week",2021-10-09,1810.2,30.17,0.502833333333333
"Reference: Fixed, Report: Day of week",2021-10-10,1826.2,30.4366666666667,0.507277777777778
"Reference: Fixed, Report: Day of week",2021-10-11,1821.2,30.3533333333333,0.505888888888889
"Reference: Fixed, Report: Day of week",2021-10-12,1832.2,30.5366666666667,0.508944444444445
"Reference: Fixed, Report: Day of week",2021-10-13,1833,30.55,0.509166666666667
"Reference: Fixed, Report: Day of week",2021-10-14,1856.1,30.935,0.515583333333333
"Reference: Fixed, Report: Day of week",2021-10-15,1751.4,29.19,0.4865
"Reference: Fixed, Report: Day of week",2021-10-16,1745.1,29.085,0.48475
"Reference: Fixed, Report: Day of week",2021-10-17,1752.9,29.215,0.486916666666667
"Reference: Fixed, Report: Day of week",2021-10-18,1744.7,29.0783333333333,0.484638888888889
"Reference: Fixed, Report: Day of week",2021-10-19,1765.5,29.425,0.490416666666667
"Reference: Fixed, Report: Day of week",2021-10-20,1796.7,29.945,0.499083333333333
"Reference: Fixed, Report: Day of week",2021-10-21,1742.7,29.045,0.484083333333333
"Reference: Fixed, Report: Day of week",2021-10-22,1781.6,29.6933333333333,0.494888888888889
"Reference: Fixed, Report: Day of week",2021-10-23,1749.4,29.1566666666667,0.485944444444445
"Reference: Fixed, Report: Day of week",2021-10-24,1763.8,29.3966666666667,0.489944444444444
"Reference: Fixed, Report: Day of week",2021-10-25,1771.8,29.53,0.492166666666667
"Reference: Fixed, Report: Day of week",2021-10-26,1761.3,29.355,0.48925
"Reference: Fixed, Report: Day of week",2021-10-27,1794.3,29.905,0.498416666666667
"Reference: Fixed, Report: Day of week",2021-10-28,1769.5,29.4916666666667,0.491527777777778
"Reference: Fixed, Report: Day of week",2021-10-29,1782.1,29.7016666666667,0.495027777777778
"Reference: Fixed, Report: Day of week",2021-10-30,1768.6,29.4766666666667,0.491277777777778
"Reference: Fixed, Report: Day of week",2021-10-31,1759.1,29.3183333333333,0.488638888888889
"Reference: Fixed, Report: Day of week",2021-11-01,1792,29.8666666666667,0.497777777777778
"Reference: Fixed, Report: Day of week",2021-11-02,1672.7,27.8783333333333,0.464638888888889
"Reference: Fixed, Report: Day of week",2021-11-03,1858.4,30.9733333333333,0.516222222222222
"Reference: Fixed, Report: Day of week",2021-11-04,1745.7,29.095,0.484916666666667
"Reference: Fixed, Report: Day of week",2021-11-05,3927.9,65.465,1.09108333333333
"Reference: Fixed, Report: Day of week",2021-11-06,2727.7,45.4616666666667,0.757694444444445
"Reference: Fixed, Report: Day of week",2021-11-07,2419.7,40.3283333333333,0.672138888888889
"Reference: Fixed, Report: Day of week",2021-11-08,2220.6,37.01,0.616833333333333
"Reference: Fixed, Report: Day of week",2021-11-09,2330.6,38.8433333333333,0.647388888888889
"Reference: Fixed, Report: Day of week",2021-11-10,2257,37.6166666666667,0.626944444444444
"Reference: Fixed, Report: Day of week",2021-11-11,2127.6,35.46,0.591
"Reference: Fixed, Report: Day of week",2021-11-12,2294.6,38.2433333333333,0.637388888888889
"Reference: Fixed, Report: Day of week",2021-11-13,2077.9,34.6316666666667,0.577194444444444
"Reference: Fixed, Report: Day of week",2021-11-14,1882.6,31.3766666666667,0.522944444444445
"Reference: Fixed, Report: Day of week",2021-11-15,1903.2,31.72,0.528666666666667
"Reference: Fixed, Report: Day of week",2021-11-16,1956.9,32.615,0.543583333333333
"Reference: Fixed, Report: Day of week",2021-11-17,2013.2,33.5533333333333,0.559222222222222
"Reference: Fixed, Report: Day of week",2021-11-18,2043,34.05,0.5675
"Reference: Fixed, Report: Day of week",2021-11-19,2051.8,34.1966666666667,0.569944444444445
"Reference: Fixed, Report: Day of week",2021-11-20,2698.9,44.9816666666667,0.749694444444445
"Reference: Fixed, Report: Day of week",2021-11-21,2339.8,38.9966666666667,0.649944444444445
"Reference: Fixed, Report: Day of week",2021-11-22,2089.3,34.8216666666667,0.580361111111111
"Reference: Fixed, Report: Day of week",2021-11-23,1772.9,29.5483333333333,0.492472222222222
"Reference: Fixed, Report: Day of week",2021-11-24,2056.7,34.2783333333333,0.571305555555556
"Reference: Fixed, Report: Day of week",2021-11-25,1593.1,26.5516666666667,0.442527777777778
"Reference: Fixed, Report: Day of week",2021-11-26,3455.6,57.5933333333333,0.959888888888889
"Reference: Fixed, Report: Day of week",2021-11-27,2366.7,39.445,0.657416666666667
"Reference: Fixed, Report: Day of week",2021-11-28,1446.8,24.1133333333333,0.401888888888889
"Reference: Fixed, Report: Day of week",2021-11-29,1479.4,24.6566666666667,0.410944444444444
"Reference: Fixed, Report: Day of week",2021-11-30,1516.7,25.2783333333333,0.421305555555556
"Reference: Fixed, Report: Day of week",2021-12-01,1562.4,26.04,0.434
"Reference: Fixed, Report: Day of week",2021-12-02,1748.2,29.1366666666667,0.485611111111111
"Reference: Fixed, Report: Day of week",2021-12-03,2325.6,38.76,0.646
"Reference: Fixed, Report: Day of week",2021-12-04,2572.7,42.8783333333333,0.714638888888889
"Reference: Fixed, Report: Day of week",2021-12-05,1386.5,23.1083333333333,0.385138888888889
"Reference: Fixed, Report: Day of week",2021-12-06,1430.3,23.8383333333333,0.397305555555556
"Reference: Fixed, Report: Day of week",2021-12-07,1579,26.3166666666667,0.438611111111111
"Reference: Fixed, Report: Day of week",2021-12-08,2764.6,46.0766666666667,0.767944444444444
"Reference: Fixed, Report: Day of week",2021-12-09,1565.3,26.0883333333333,0.434805555555556
"Reference: Fixed, Report: Day of week",2021-12-10,1845.4,30.7566666666667,0.512611111111111
"Reference: Fixed, Report: Day of week",2021-12-11,1973.2,32.8866666666667,0.548111111111111
"Reference: Fixed, Report: Day of week",2021-12-12,1756.5,29.275,0.487916666666667
"Reference: Fixed, Report: Day of week",2021-12-13,1544.8,25.7466666666667,0.429111111111111
"Reference: Fixed, Report: Day of week",2021-12-14,1810,30.1666666666667,0.502777777777778
"Reference: Fixed, Report: Day of week",2021-12-15,1770,29.5,0.491666666666667
"Reference: Fixed, Report: Day of week",2021-12-16,3016.2,50.27,0.837833333333333
"Reference: Fixed, Report: Day of week",2021-12-17,2900.8,48.3466666666667,0.805777777777778
"Reference: Fixed, Report: Day of week",2021-12-18,1488.3,24.805,0.413416666666667
"Reference: Fixed, Report: Day of week",2021-12-19,2864.8,47.7466666666667,0.795777777777778
"Reference: Fixed, Report: Day of week",2021-12-20,3004.2,50.07,0.8345
"Reference: Fixed, Report: Day of week",2021-12-21,2005.2,33.42,0.557
"Reference: Fixed, Report: Day of week",2021-12-22,1635.4,27.2566666666667,0.454277777777778
"Reference: Fixed, Report: Day of week",2021-12-23,2813.9,46.8983333333333,0.781638888888889
"Reference: Fixed, Report: Day of week",2021-12-24,1702.8,28.38,0.473
"Reference: Fixed, Report: Day of week",2021-12-25,1548.5,25.8083333333333,0.430138888888889
"Reference: Fixed, Report: Day of week",2021-12-26,1553.3,25.8883333333333,0.431472222222222
"Reference: Fixed, Report: Day of week",2021-12-27,2185.7,36.4283333333333,0.607138888888889
