nowcast_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2021-10-24,"Reference: Age, Report: Day of week",0.091,0.0345,0.0385,0.0164,-0.0946,-0.29,0.173,log
2021-10-24,"Reference: Age and week, Report: Day of week",0.0847,0.0351,0.0318,0.0164,-0.0756,-0.273,0.157,log
2021-10-24,"Reference: Age and week by age, Report: Day of week",0.107,0.0349,0.0641,0.00618,-0.163,-0.581,0.185,log
2021-10-24,"Independent by age, Reference: Week, Report: Day of week",0.0703,0.0346,0.0279,0.00635,-0.0187,-0.25,0.139,log
2021-10-24,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0689,0.0341,0.0287,0.00437,-0.00824,-0.418,0.135,log
2021-10-25,"Reference: Fixed, Report: Fixed",0.274,0.039,0.126,0.106,-0.272,-0.576,0.401,log
2021-10-25,"Reference: Fixed, Report: Day of week",0.193,0.0355,0.0167,0.14,-0.0235,-0.00804,0.273,log
2021-10-25,"Reference: Age, Report: Day of week",0.198,0.0374,0.0205,0.139,-0.0426,-0.0786,0.282,log
2021-10-25,"Reference: Age and week, Report: Day of week",0.196,0.0385,0.0217,0.134,-0.0309,-0.121,0.275,log
2021-10-25,"Reference: Age and week by age, Report: Day of week",0.233,0.0413,0.0649,0.126,-0.2,-0.409,0.352,log
2021-10-25,"Independent by age, Reference: Week, Report: Day of week",0.181,0.0386,0.0323,0.109,-0.0654,-0.248,0.277,log
2021-10-25,"Independent by age, Reference: Week and day of week, Report: Day of week",0.172,0.0389,0.033,0.098,-0.045,-0.38,0.258,log
2021-10-26,"Reference: Fixed, Report: Fixed",0.166,0.0357,0.0459,0.0835,-0.129,-0.457,0.275,log
2021-10-26,"Reference: Fixed, Report: Day of week",0.171,0.0295,0.026,0.115,-0.0773,-0.236,0.243,log
2021-10-26,"Reference: Age, Report: Day of week",0.172,0.0298,0.0257,0.116,-0.088,-0.287,0.242,log
2021-10-26,"Reference: Age and week, Report: Day of week",0.169,0.0301,0.026,0.112,-0.0682,-0.304,0.247,log
2021-10-26,"Reference: Age and week by age, Report: Day of week",0.194,0.0363,0.0537,0.102,-0.155,-0.475,0.296,log
2021-10-26,"Independent by age, Reference: Week, Report: Day of week",0.146,0.0326,0.0346,0.0769,-0.0726,-0.391,0.242,log
2021-10-26,"Independent by age, Reference: Week and day of week, Report: Day of week",0.128,0.0339,0.0334,0.0583,-0.0133,-0.473,0.237,log
2021-10-27,"Reference: Fixed, Report: Fixed",0.155,0.0362,0.0206,0.0974,-0.0587,-0.0893,0.264,log
2021-10-27,"Reference: Fixed, Report: Day of week",0.175,0.0277,0.0362,0.11,-0.137,-0.177,0.254,log
2021-10-27,"Reference: Age, Report: Day of week",0.176,0.028,0.033,0.114,-0.147,-0.125,0.252,log
2021-10-27,"Reference: Age and week, Report: Day of week",0.174,0.028,0.0324,0.113,-0.128,-0.146,0.25,log
2021-10-27,"Reference: Age and week by age, Report: Day of week",0.186,0.0328,0.0376,0.114,-0.128,-0.185,0.274,log
2021-10-27,"Independent by age, Reference: Week, Report: Day of week",0.119,0.0315,0.032,0.0544,-0.0297,-0.321,0.22,log
2021-10-27,"Independent by age, Reference: Week and day of week, Report: Day of week",0.114,0.0325,0.0275,0.0526,0.00468,-0.414,0.205,log
2021-10-28,"Reference: Fixed, Report: Fixed",0.155,0.0371,0.0165,0.101,-0.0244,0.1,0.25,log
2021-10-28,"Reference: Fixed, Report: Day of week",0.151,0.0282,0.029,0.0928,-0.128,-0.0705,0.244,log
2021-10-28,"Reference: Age, Report: Day of week",0.149,0.0294,0.0208,0.0982,-0.119,0.0438,0.242,log
2021-10-28,"Reference: Age and week, Report: Day of week",0.148,0.0298,0.0196,0.0979,-0.0953,0.042,0.239,log
2021-10-28,"Reference: Age and week by age, Report: Day of week",0.199,0.038,0.0341,0.125,-0.0777,-0.0554,0.299,log
2021-10-28,"Independent by age, Reference: Week, Report: Day of week",0.0936,0.04,0.0304,0.0218,0.00904,-0.075,0.211,log
2021-10-28,"Independent by age, Reference: Week and day of week, Report: Day of week",0.147,0.0345,0.042,0.0695,0.0228,-0.0375,0.202,log
2021-10-29,"Reference: Fixed, Report: Fixed",0.137,0.0378,0.00673,0.0918,-0.0277,0.207,0.247,log
2021-10-29,"Reference: Fixed, Report: Day of week",0.13,0.0298,0.0226,0.0767,-0.125,-0.0223,0.245,log
2021-10-29,"Reference: Age, Report: Day of week",0.131,0.0313,0.0117,0.0873,-0.0785,0.111,0.248,log
2021-10-29,"Reference: Age and week, Report: Day of week",0.13,0.0316,0.0108,0.0868,-0.0884,0.139,0.239,log
2021-10-29,"Reference: Age and week by age, Report: Day of week",0.146,0.0374,0.0386,0.0678,-0.0975,-0.204,0.287,log
2021-10-29,"Independent by age, Reference: Week, Report: Day of week",0.0798,0.0394,0.0141,0.0255,0.0438,-0.0652,0.195,log
2021-10-29,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0634,0.0303,0.019,0.0133,0.065,-0.0845,0.105,log
2021-10-30,"Reference: Fixed, Report: Fixed",0.121,0.038,0.0094,0.0733,-0.0114,0.126,0.223,log
2021-10-30,"Reference: Fixed, Report: Day of week",0.12,0.0289,0.0275,0.0632,-0.0825,-0.0429,0.222,log
2021-10-30,"Reference: Age, Report: Day of week",0.104,0.0361,0.0257,0.0412,-0.0343,-0.0759,0.221,log
2021-10-30,"Reference: Age and week, Report: Day of week",0.119,0.0328,0.0243,0.061,-0.0363,-0.0589,0.222,log
2021-10-30,"Reference: Age and week by age, Report: Day of week",0.154,0.0338,0.0642,0.0542,-0.18,-0.337,0.273,log
2021-10-30,"Independent by age, Reference: Week, Report: Day of week",0.0685,0.0403,0.0101,0.0173,0.0517,-0.092,0.166,log
2021-10-30,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0686,0.0398,0.0133,0.0147,0.0601,-0.0777,0.167,log
2021-10-31,"Reference: Fixed, Report: Fixed",0.144,0.0382,0.0444,0.0591,-0.131,-0.298,0.279,log
2021-10-31,"Reference: Fixed, Report: Day of week",0.119,0.0321,0.0235,0.0631,-0.0733,-0.102,0.214,log
2021-10-31,"Reference: Age, Report: Day of week",0.169,0.0329,0.0769,0.0581,-0.253,-0.386,0.287,log
2021-10-31,"Reference: Age and week, Report: Day of week",0.167,0.0334,0.0743,0.0581,-0.241,-0.367,0.277,log
2021-10-31,"Reference: Age and week by age, Report: Day of week",0.152,0.0353,0.0576,0.0579,-0.178,-0.295,0.264,log
2021-10-31,"Independent by age, Reference: Week, Report: Day of week",0.0778,0.0444,0.0139,0.0185,0.0427,-0.0857,0.191,log
2021-10-31,"Independent by age, Reference: Week and day of week, Report: Day of week",0.076,0.0447,0.0154,0.0149,0.0741,-0.167,0.178,log
2021-11-01,"Reference: Fixed, Report: Fixed",0.195,0.0424,0.11,0.0406,-0.272,-0.438,0.356,log
2021-11-01,"Reference: Fixed, Report: Day of week",0.178,0.0361,0.0166,0.125,-0.154,0.136,0.316,log
2021-11-01,"Reference: Age, Report: Day of week",0.205,0.0382,0.0086,0.158,-0.156,0.384,0.357,log
2021-11-01,"Reference: Age and week, Report: Day of week",0.193,0.0393,0.00974,0.144,-0.146,0.284,0.34,log
2021-11-01,"Reference: Age and week by age, Report: Day of week",0.192,0.0441,0.0186,0.129,-0.133,0.0911,0.35,log
2021-11-01,"Independent by age, Reference: Week, Report: Day of week",0.133,0.0488,0.00984,0.074,-0.0381,0.127,0.288,log
2021-11-01,"Independent by age, Reference: Week and day of week, Report: Day of week",0.107,0.0504,0.00819,0.0479,0.0458,0.196,0.257,log
2021-11-02,"Reference: Fixed, Report: Fixed",0.159,0.0334,0.109,0.0142,-0.273,-0.529,0.261,log
2021-11-02,"Reference: Fixed, Report: Day of week",0.116,0.03,0.0569,0.028,-0.217,-0.388,0.195,log
2021-11-02,"Reference: Age, Report: Day of week",0.205,0.0322,0.162,0.00808,-0.379,-0.703,0.33,log
2021-11-02,"Reference: Age and week, Report: Day of week",0.301,0.0328,0.265,0.000801,-0.451,-0.825,0.432,log
2021-11-02,"Reference: Age and week by age, Report: Day of week",0.413,0.0237,0.387,0.000801,-0.504,-0.866,0.513,log
2021-11-02,"Independent by age, Reference: Week, Report: Day of week",0.111,0.0318,0.0646,0.0123,-0.264,-0.587,0.207,log
2021-11-02,"Independent by age, Reference: Week and day of week, Report: Day of week",0.111,0.0329,0.0639,0.0122,-0.256,-0.629,0.215,log
2021-11-03,"Reference: Fixed, Report: Fixed",0.0999,0.0337,0.0349,0.0299,-0.165,-0.259,0.187,log
2021-11-03,"Reference: Fixed, Report: Day of week",0.103,0.0266,0.0475,0.0274,-0.217,-0.364,0.18,log
2021-11-03,"Reference: Age, Report: Day of week",0.101,0.0271,0.0453,0.0276,-0.211,-0.355,0.18,log
2021-11-03,"Reference: Age and week, Report: Day of week",0.0994,0.0275,0.0438,0.027,-0.214,-0.363,0.178,log
2021-11-03,"Reference: Age and week by age, Report: Day of week",0.11,0.0294,0.0545,0.0243,-0.213,-0.389,0.191,log
2021-11-03,"Independent by age, Reference: Week, Report: Day of week",0.0803,0.0284,0.0417,0.00851,-0.143,-0.441,0.156,log
2021-11-03,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0721,0.0288,0.0338,0.00785,-0.0729,-0.501,0.143,log
2021-11-04,"Reference: Fixed, Report: Fixed",0.0883,0.0344,0.0136,0.0391,-0.0524,-0.0384,0.172,log
2021-11-04,"Reference: Fixed, Report: Day of week",0.0947,0.0262,0.0357,0.0317,-0.128,-0.251,0.172,log
2021-11-04,"Reference: Age, Report: Day of week",0.0907,0.0272,0.0263,0.036,-0.0683,-0.129,0.162,log
2021-11-04,"Reference: Age and week, Report: Day of week",0.0895,0.0274,0.0234,0.0375,-0.0689,-0.0795,0.157,log
2021-11-04,"Reference: Age and week by age, Report: Day of week",0.153,0.0396,0.0991,0.0128,-0.104,-0.388,0.231,log
2021-11-04,"Independent by age, Reference: Week, Report: Day of week",0.065,0.0285,0.0201,0.0151,0.00157,-0.225,0.128,log
2021-11-04,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0567,0.029,0.016,0.0106,0.0638,-0.201,0.113,log
2021-11-05,"Reference: Fixed, Report: Fixed",0.0817,0.0344,0.0114,0.035,0.00237,0.0348,0.152,log
2021-11-05,"Reference: Fixed, Report: Day of week",0.09,0.0261,0.0378,0.0247,-0.123,-0.281,0.165,log
2021-11-05,"Reference: Age, Report: Day of week",0.0845,0.0274,0.0279,0.028,-0.0441,-0.132,0.153,log
2021-11-05,"Reference: Age and week, Report: Day of week",0.0822,0.0277,0.0235,0.03,-0.0352,-0.0795,0.144,log
2021-11-05,"Reference: Age and week by age, Report: Day of week",0.0938,0.0325,0.0392,0.0205,-0.045,-0.215,0.175,log
2021-11-05,"Independent by age, Reference: Week, Report: Day of week",0.0609,0.0292,0.0212,0.00934,0.0385,-0.178,0.12,log
2021-11-05,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0699,0.031,0.0318,0.00597,0.0548,-0.272,0.113,log
2021-11-06,"Reference: Fixed, Report: Fixed",0.0757,0.0336,0.00977,0.0316,0.00434,0.112,0.14,log
2021-11-06,"Reference: Fixed, Report: Day of week",0.0751,0.0254,0.0267,0.022,-0.065,-0.0973,0.136,log
2021-11-06,"Reference: Age, Report: Day of week",0.0768,0.0276,0.0135,0.0351,-0.0765,0.196,0.14,log
2021-11-06,"Reference: Age and week, Report: Day of week",0.0768,0.0274,0.0126,0.0363,-0.0864,0.221,0.141,log
2021-11-06,"Reference: Age and week by age, Report: Day of week",0.0815,0.0316,0.0265,0.0222,-0.0602,0.0116,0.15,log
2021-11-06,"Independent by age, Reference: Week, Report: Day of week",0.0603,0.03,0.0157,0.0138,0.0201,0.106,0.107,log
2021-11-06,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0536,0.0292,0.0152,0.00878,0.103,0.0839,0.0907,log
2021-11-07,"Reference: Fixed, Report: Fixed",0.101,0.0333,0.0428,0.0231,-0.147,-0.126,0.189,log
2021-11-07,"Reference: Fixed, Report: Day of week",0.0982,0.0286,0.0208,0.0482,-0.103,0.0786,0.172,log
2021-11-07,"Reference: Age, Report: Day of week",0.12,0.0324,0.019,0.0682,-0.194,0.186,0.213,log
2021-11-07,"Reference: Age and week, Report: Day of week",0.122,0.0324,0.0205,0.0687,-0.199,0.182,0.211,log
2021-11-07,"Reference: Age and week by age, Report: Day of week",0.122,0.0339,0.0243,0.0629,-0.203,0.149,0.219,log
2021-11-07,"Independent by age, Reference: Week, Report: Day of week",0.081,0.034,0.00941,0.0371,-0.0465,0.295,0.153,log
2021-11-07,"Independent by age, Reference: Week and day of week, Report: Day of week",0.069,0.0338,0.00867,0.0261,0.0237,0.288,0.136,log
2021-11-08,"Reference: Fixed, Report: Fixed",0.173,0.0345,0.124,0.0123,-0.252,-0.459,0.277,log
2021-11-08,"Reference: Fixed, Report: Day of week",0.133,0.0318,0.023,0.0778,-0.189,0.144,0.227,log
2021-11-08,"Reference: Age, Report: Day of week",0.155,0.0345,0.0127,0.107,-0.226,0.326,0.266,log
2021-11-08,"Reference: Age and week, Report: Day of week",0.156,0.0344,0.0128,0.108,-0.241,0.335,0.266,log
2021-11-08,"Reference: Age and week by age, Report: Day of week",0.149,0.0386,0.0199,0.0898,-0.191,0.196,0.269,log
2021-11-08,"Independent by age, Reference: Week, Report: Day of week",0.109,0.0361,0.0119,0.0604,-0.0824,0.16,0.197,log
2021-11-08,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0823,0.0364,0.0103,0.0351,0.03,0.237,0.156,log
2021-11-09,"Reference: Fixed, Report: Fixed",0.114,0.0315,0.074,0.00743,-0.206,-0.446,0.188,log
2021-11-09,"Reference: Fixed, Report: Day of week",0.089,0.0271,0.0308,0.0301,-0.179,-0.161,0.164,log
2021-11-09,"Reference: Age, Report: Day of week",0.0873,0.0285,0.0256,0.0322,-0.16,-0.0687,0.163,log
2021-11-09,"Reference: Age and week, Report: Day of week",0.0863,0.0285,0.0271,0.0296,-0.15,-0.126,0.165,log
2021-11-09,"Reference: Age and week by age, Report: Day of week",0.111,0.032,0.0621,0.0156,-0.158,-0.271,0.192,log
2021-11-09,"Independent by age, Reference: Week, Report: Day of week",0.0657,0.0302,0.0205,0.0137,-0.0265,-0.254,0.13,log
2021-11-09,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0576,0.03,0.02,0.00633,0.0411,-0.177,0.112,log
2021-11-10,"Reference: Fixed, Report: Fixed",0.0913,0.0315,0.0421,0.0164,-0.189,-0.355,0.169,log
2021-11-10,"Reference: Fixed, Report: Day of week",0.103,0.0244,0.0547,0.0225,-0.273,-0.365,0.174,log
2021-11-10,"Reference: Age, Report: Day of week",0.103,0.0249,0.0571,0.02,-0.251,-0.356,0.171,log
2021-11-10,"Reference: Age and week, Report: Day of week",0.1,0.0251,0.0535,0.0205,-0.245,-0.364,0.17,log
2021-11-10,"Reference: Age and week by age, Report: Day of week",0.103,0.0272,0.0571,0.0177,-0.208,-0.419,0.181,log
2021-11-10,"Independent by age, Reference: Week, Report: Day of week",0.0861,0.0263,0.0491,0.00911,-0.214,-0.464,0.169,log
2021-11-10,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0756,0.0261,0.0431,0.00497,-0.105,-0.457,0.146,log
2021-11-11,"Reference: Fixed, Report: Fixed",0.0833,0.0318,0.0247,0.0255,-0.113,-0.172,0.153,log
2021-11-11,"Reference: Fixed, Report: Day of week",0.108,0.0236,0.0602,0.0228,-0.274,-0.345,0.175,log
2021-11-11,"Reference: Age, Report: Day of week",0.113,0.0236,0.0678,0.0203,-0.265,-0.421,0.184,log
2021-11-11,"Reference: Age and week, Report: Day of week",0.109,0.0239,0.0611,0.0223,-0.249,-0.387,0.177,log
2021-11-11,"Reference: Age and week by age, Report: Day of week",0.124,0.0296,0.0775,0.0152,-0.253,-0.516,0.218,log
2021-11-11,"Independent by age, Reference: Week, Report: Day of week",0.0826,0.0254,0.046,0.00939,-0.145,-0.386,0.155,log
2021-11-11,"Independent by age, Reference: Week and day of week, Report: Day of week",0.114,0.0467,0.0605,0.00509,-0.103,-0.459,0.154,log
2021-11-12,"Reference: Fixed, Report: Fixed",0.0708,0.0317,0.018,0.0197,-0.0318,-0.233,0.131,log
2021-11-12,"Reference: Fixed, Report: Day of week",0.106,0.023,0.067,0.0151,-0.301,-0.502,0.176,log
2021-11-12,"Reference: Age, Report: Day of week",0.116,0.0232,0.0788,0.0128,-0.258,-0.531,0.186,log
2021-11-12,"Reference: Age and week, Report: Day of week",0.113,0.0232,0.0751,0.0129,-0.247,-0.521,0.184,log
2021-11-12,"Reference: Age and week by age, Report: Day of week",0.124,0.0273,0.0851,0.00928,-0.253,-0.599,0.208,log
2021-11-12,"Independent by age, Reference: Week, Report: Day of week",0.0829,0.0257,0.0478,0.00723,-0.167,-0.506,0.162,log
2021-11-12,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0731,0.0257,0.0405,0.00492,-0.149,-0.606,0.145,log
2021-11-13,"Reference: Fixed, Report: Fixed",0.0694,0.0314,0.0196,0.0173,-0.0367,-0.161,0.127,log
2021-11-13,"Reference: Fixed, Report: Day of week",0.0964,0.0226,0.0592,0.0136,-0.249,-0.386,0.156,log
2021-11-13,"Reference: Age, Report: Day of week",0.0892,0.024,0.0479,0.0164,-0.18,-0.31,0.148,log
2021-11-13,"Reference: Age and week, Report: Day of week",0.0891,0.0242,0.0479,0.0161,-0.164,-0.283,0.149,log
2021-11-13,"Reference: Age and week by age, Report: Day of week",0.0977,0.0268,0.0579,0.0114,-0.211,-0.419,0.166,log
2021-11-13,"Independent by age, Reference: Week, Report: Day of week",0.0613,0.0265,0.0259,0.00735,-0.0742,-0.417,0.112,log
2021-11-13,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0579,0.0266,0.0252,0.00468,-0.0891,-0.488,0.107,log
2021-11-14,"Reference: Fixed, Report: Fixed",0.12,0.0319,0.0664,0.0201,-0.245,-0.384,0.219,log
2021-11-14,"Reference: Fixed, Report: Day of week",0.113,0.0259,0.046,0.0403,-0.242,-0.247,0.18,log
2021-11-14,"Reference: Age, Report: Day of week",0.119,0.0294,0.0427,0.0462,-0.201,-0.112,0.19,log
2021-11-14,"Reference: Age and week, Report: Day of week",0.123,0.029,0.0442,0.0484,-0.225,-0.0777,0.197,log
2021-11-14,"Reference: Age and week by age, Report: Day of week",0.13,0.0312,0.0507,0.0467,-0.221,-0.137,0.208,log
2021-11-14,"Independent by age, Reference: Week, Report: Day of week",0.0732,0.0303,0.0226,0.0193,-0.105,-0.199,0.137,log
2021-11-14,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0691,0.0305,0.0222,0.0153,-0.0701,-0.279,0.126,log
2021-11-15,"Reference: Fixed, Report: Fixed",0.217,0.033,0.165,0.0166,-0.399,-0.608,0.33,log
2021-11-15,"Reference: Fixed, Report: Day of week",0.137,0.0293,0.0444,0.0621,-0.236,-0.146,0.215,log
2021-11-15,"Reference: Age, Report: Day of week",0.152,0.0312,0.0256,0.0943,-0.213,0.127,0.247,log
2021-11-15,"Reference: Age and week, Report: Day of week",0.149,0.0315,0.0257,0.0917,-0.202,0.125,0.247,log
2021-11-15,"Reference: Age and week by age, Report: Day of week",0.159,0.0352,0.0249,0.0984,-0.212,0.114,0.266,log
2021-11-15,"Independent by age, Reference: Week, Report: Day of week",0.103,0.034,0.0318,0.036,-0.17,-0.213,0.188,log
2021-11-15,"Independent by age, Reference: Week and day of week, Report: Day of week",0.089,0.0381,0.0278,0.0221,-0.122,-0.264,0.152,log
2021-11-16,"Reference: Fixed, Report: Fixed",0.145,0.0315,0.0954,0.0165,-0.335,-0.612,0.245,log
2021-11-16,"Reference: Fixed, Report: Day of week",0.116,0.0261,0.0473,0.0414,-0.233,-0.384,0.184,log
2021-11-16,"Reference: Age, Report: Day of week",0.111,0.0277,0.0304,0.0516,-0.174,-0.197,0.17,log
2021-11-16,"Reference: Age and week, Report: Day of week",0.109,0.0279,0.0297,0.0506,-0.17,-0.196,0.168,log
2021-11-16,"Reference: Age and week by age, Report: Day of week",0.122,0.0333,0.0515,0.0355,-0.151,-0.342,0.213,log
2021-11-16,"Independent by age, Reference: Week, Report: Day of week",0.0742,0.0305,0.0317,0.0105,-0.0836,-0.402,0.144,log
2021-11-16,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0764,0.0313,0.0356,0.00793,-0.107,-0.462,0.142,log
2021-11-17,"Reference: Fixed, Report: Fixed",0.11,0.0312,0.0508,0.0268,-0.226,-0.436,0.191,log
2021-11-17,"Reference: Fixed, Report: Day of week",0.125,0.0234,0.0682,0.0322,-0.32,-0.504,0.2,log
2021-11-17,"Reference: Age, Report: Day of week",0.122,0.0241,0.0648,0.0321,-0.303,-0.499,0.202,log
2021-11-17,"Reference: Age and week, Report: Day of week",0.116,0.0244,0.0583,0.0323,-0.281,-0.467,0.196,log
2021-11-17,"Reference: Age and week by age, Report: Day of week",0.144,0.0296,0.0863,0.0263,-0.261,-0.522,0.231,log
2021-11-17,"Independent by age, Reference: Week, Report: Day of week",0.0806,0.0264,0.0432,0.00897,-0.212,-0.637,0.151,log
2021-11-17,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0814,0.0295,0.0416,0.00846,-0.186,-0.661,0.146,log
2021-11-18,"Reference: Fixed, Report: Fixed",0.0919,0.0314,0.0389,0.0204,-0.123,-0.393,0.158,log
2021-11-18,"Reference: Fixed, Report: Day of week",0.128,0.0227,0.0828,0.0213,-0.333,-0.555,0.196,log
2021-11-18,"Reference: Age, Report: Day of week",0.144,0.0226,0.101,0.0188,-0.372,-0.582,0.213,log
2021-11-18,"Reference: Age and week, Report: Day of week",0.141,0.023,0.0983,0.0184,-0.372,-0.581,0.214,log
2021-11-18,"Reference: Age and week by age, Report: Day of week",0.153,0.027,0.107,0.017,-0.335,-0.612,0.234,log
2021-11-18,"Independent by age, Reference: Week, Report: Day of week",0.0941,0.0254,0.063,0.00391,-0.289,-0.724,0.168,log
2021-11-18,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0934,0.0257,0.0621,0.00389,-0.274,-0.689,0.156,log
2021-11-19,"Reference: Fixed, Report: Fixed",0.0898,0.0312,0.0426,0.0147,-0.139,-0.494,0.156,log
2021-11-19,"Reference: Fixed, Report: Day of week",0.143,0.0218,0.105,0.0155,-0.394,-0.643,0.21,log
2021-11-19,"Reference: Age, Report: Day of week",0.161,0.0218,0.124,0.0139,-0.411,-0.703,0.232,log
2021-11-19,"Reference: Age and week, Report: Day of week",0.165,0.0218,0.128,0.0139,-0.418,-0.704,0.236,log
2021-11-19,"Reference: Age and week by age, Report: Day of week",0.185,0.0239,0.148,0.0115,-0.433,-0.77,0.27,log
2021-11-19,"Independent by age, Reference: Week, Report: Day of week",0.14,0.0224,0.112,0.00312,-0.448,-0.825,0.215,log
2021-11-19,"Independent by age, Reference: Week and day of week, Report: Day of week",0.133,0.0251,0.104,0.00274,-0.427,-0.82,0.203,log
2021-11-20,"Reference: Fixed, Report: Fixed",0.0846,0.0317,0.0369,0.0147,-0.133,-0.419,0.151,log
2021-11-20,"Reference: Fixed, Report: Day of week",0.137,0.0223,0.0995,0.0142,-0.389,-0.648,0.208,log
2021-11-20,"Reference: Age, Report: Day of week",0.133,0.0229,0.094,0.0152,-0.377,-0.644,0.205,log
2021-11-20,"Reference: Age and week, Report: Day of week",0.134,0.023,0.0945,0.0155,-0.376,-0.635,0.206,log
2021-11-20,"Reference: Age and week by age, Report: Day of week",0.125,0.0255,0.085,0.0138,-0.318,-0.562,0.188,log
2021-11-20,"Independent by age, Reference: Week, Report: Day of week",0.101,0.0254,0.0674,0.00623,-0.345,-0.73,0.181,log
2021-11-20,"Independent by age, Reference: Week and day of week, Report: Day of week",0.106,0.0254,0.0733,0.00532,-0.338,-0.745,0.18,log
2021-11-21,"Reference: Fixed, Report: Fixed",0.146,0.0315,0.0992,0.0138,-0.345,-0.627,0.241,log
2021-11-21,"Reference: Fixed, Report: Day of week",0.139,0.0247,0.0863,0.0272,-0.348,-0.462,0.208,log
2021-11-21,"Reference: Age, Report: Day of week",0.132,0.0261,0.0727,0.0321,-0.32,-0.412,0.204,log
2021-11-21,"Reference: Age and week, Report: Day of week",0.132,0.0263,0.0734,0.0318,-0.323,-0.412,0.206,log
2021-11-21,"Reference: Age and week by age, Report: Day of week",0.142,0.0291,0.0767,0.0351,-0.32,-0.36,0.228,log
2021-11-21,"Independent by age, Reference: Week, Report: Day of week",0.0993,0.0281,0.0599,0.00983,-0.296,-0.562,0.174,log
2021-11-21,"Independent by age, Reference: Week and day of week, Report: Day of week",0.101,0.028,0.0644,0.00661,-0.275,-0.589,0.167,log
2021-11-22,"Reference: Fixed, Report: Fixed",0.231,0.0318,0.19,0.00682,-0.43,-0.738,0.349,log
2021-11-22,"Reference: Fixed, Report: Day of week",0.151,0.0274,0.0743,0.0481,-0.34,-0.339,0.23,log
2021-11-22,"Reference: Age, Report: Day of week",0.145,0.0294,0.0535,0.0615,-0.317,-0.188,0.232,log
2021-11-22,"Reference: Age and week, Report: Day of week",0.149,0.0297,0.0514,0.0671,-0.325,-0.162,0.238,log
2021-11-22,"Reference: Age and week by age, Report: Day of week",0.158,0.0316,0.0554,0.0701,-0.33,-0.194,0.253,log
2021-11-22,"Independent by age, Reference: Week, Report: Day of week",0.107,0.0315,0.0537,0.0205,-0.289,-0.422,0.197,log
2021-11-22,"Independent by age, Reference: Week and day of week, Report: Day of week",0.092,0.0317,0.0514,0.00735,-0.234,-0.471,0.164,log
2021-11-23,"Reference: Fixed, Report: Fixed",0.151,0.03,0.111,0.00883,-0.331,-0.613,0.238,log
2021-11-23,"Reference: Fixed, Report: Day of week",0.122,0.0243,0.0655,0.0316,-0.334,-0.399,0.191,log
2021-11-23,"Reference: Age, Report: Day of week",0.112,0.0257,0.0488,0.0365,-0.27,-0.288,0.182,log
2021-11-23,"Reference: Age and week, Report: Day of week",0.112,0.0263,0.0459,0.0387,-0.269,-0.257,0.181,log
2021-11-23,"Reference: Age and week by age, Report: Day of week",0.106,0.0302,0.0465,0.0282,-0.177,-0.387,0.188,log
2021-11-23,"Independent by age, Reference: Week, Report: Day of week",0.0797,0.028,0.0434,0.00706,-0.234,-0.496,0.148,log
2021-11-23,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0724,0.028,0.0395,0.00313,-0.168,-0.594,0.138,log
2021-11-24,"Reference: Fixed, Report: Fixed",0.106,0.0301,0.0632,0.0109,-0.222,-0.508,0.183,log
2021-11-24,"Reference: Fixed, Report: Day of week",0.127,0.0223,0.0869,0.0167,-0.353,-0.585,0.201,log
2021-11-24,"Reference: Age, Report: Day of week",0.131,0.0235,0.0924,0.0132,-0.354,-0.619,0.213,log
2021-11-24,"Reference: Age and week, Report: Day of week",0.129,0.0239,0.0894,0.0141,-0.342,-0.596,0.209,log
2021-11-24,"Reference: Age and week by age, Report: Day of week",0.156,0.0277,0.116,0.0109,-0.314,-0.496,0.25,log
2021-11-24,"Independent by age, Reference: Week, Report: Day of week",0.0938,0.0252,0.0644,0.00233,-0.272,-0.688,0.173,log
2021-11-24,"Independent by age, Reference: Week and day of week, Report: Day of week",0.0886,0.0253,0.06,0.00135,-0.275,-0.748,0.168,log
2021-11-25,"Reference: Fixed, Report: Fixed",0.093,0.0309,0.05,0.0105,-0.171,-0.448,0.168,log
2021-11-25,"Reference: Fixed, Report: Day of week",0.141,0.0217,0.107,0.0112,-0.417,-0.663,0.215,log
2021-11-25,"Reference: Age, Report: Day of week",0.169,0.0229,0.137,0.00798,-0.418,-0.662,0.249,log
2021-11-25,"Reference: Age and week, Report: Day of week",0.17,0.0232,0.137,0.00821,-0.407,-0.651,0.251,log
