reference_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2021-12-27,"Reference: Age, Report: Day of week",16.6,3.27,4.66,8.6,-0.263,0.0509,27.2,natural
2021-12-27,"Reference: Age and week, Report: Day of week",14.5,3.65,1.32,9.46,-0.149,0.292,25.5,natural
2021-12-27,"Reference: Age and week by age, Report: Day of week",19.6,3.9,6.07,9.52,-0.264,-0.108,31.7,natural
2021-12-27,"Independent by age, Reference: Week, Report: Day of week",15.3,3.91,0.319,11.1,-0.0524,0.31,25.7,natural
2021-12-27,"Independent by age, Reference: Week and day of week, Report: Day of week",9.05,3.06,0.934,4.98,-0.0479,0.138,17.2,natural
2021-12-28,"Reference: Fixed, Report: Fixed",13.8,6.43,4.69,2.51,-0.0586,-0.00804,25.4,natural
2021-12-28,"Reference: Fixed, Report: Day of week",7.96,4.45,0.33,3.14,0.0828,0.28,13.8,natural
2021-12-28,"Reference: Age, Report: Day of week",28.7,3.45,24.9,0.0298,-0.354,-0.734,42.2,natural
2021-12-28,"Reference: Age and week, Report: Day of week",19.6,4.11,15,0.107,-0.252,-0.629,33.8,natural
2021-12-28,"Reference: Age and week by age, Report: Day of week",39.7,3.4,36,0.00595,-0.424,-0.825,54.6,natural
2021-12-28,"Independent by age, Reference: Week, Report: Day of week",11.3,4.3,6.57,0.204,-0.094,-0.534,19.2,natural
2021-12-28,"Independent by age, Reference: Week and day of week, Report: Day of week",14.1,3.85,9.82,0.105,-0.171,-0.611,25.8,natural
2021-12-29,"Reference: Fixed, Report: Fixed",25.4,8,16.3,1.05,-0.119,-0.199,39.7,natural
2021-12-29,"Reference: Fixed, Report: Day of week",12.4,5.23,5.85,1.14,-0.0783,-0.0188,24.2,natural
2021-12-29,"Reference: Age, Report: Day of week",64.5,3.64,61.3,0.00579,-0.434,-0.818,84.6,natural
2021-12-29,"Reference: Age and week, Report: Day of week",53.8,4.46,49.4,0.00965,-0.351,-0.769,77.5,natural
2021-12-29,"Reference: Age and week by age, Report: Day of week",77.2,3.84,74,0.0367,-0.479,-0.847,97.9,natural
2021-12-29,"Independent by age, Reference: Week, Report: Day of week",28.8,4.8,23.6,0.0888,-0.265,-0.687,49.1,natural
2021-12-29,"Independent by age, Reference: Week and day of week, Report: Day of week",22.7,5.23,17.1,0.124,-0.214,-0.631,41,natural
2021-12-30,"Reference: Fixed, Report: Fixed",23.6,8.18,12.8,2.77,-0.241,0.114,40,natural
2021-12-30,"Reference: Fixed, Report: Day of week",12.4,5.61,1.57,5.1,-0.248,0.423,22,natural
2021-12-30,"Reference: Age, Report: Day of week",43.8,3.85,40.2,0.488,-0.407,-0.359,62.9,natural
2021-12-30,"Reference: Age and week, Report: Day of week",40.5,4.58,35.9,0.473,-0.362,-0.397,62,natural
2021-12-30,"Reference: Age and week by age, Report: Day of week",51.3,4.53,47.3,0.477,-0.408,-0.383,71.1,natural
2021-12-30,"Independent by age, Reference: Week, Report: Day of week",15,5.07,9.06,0.703,-0.126,-0.14,29.4,natural
2021-12-30,"Independent by age, Reference: Week and day of week, Report: Day of week",12.9,5.3,6.74,0.732,-0.0721,-0.123,25.9,natural
2021-12-31,"Reference: Fixed, Report: Fixed",32,7.11,23.9,1.53,-0.291,-0.158,52.5,natural
2021-12-31,"Reference: Fixed, Report: Day of week",12.4,5.69,2.5,4.11,-0.236,0.234,22.5,natural
2021-12-31,"Reference: Age, Report: Day of week",39.9,4.17,36.1,0.47,-0.39,-0.347,61.1,natural
2021-12-31,"Reference: Age and week, Report: Day of week",40.4,4.66,35.9,0.462,-0.367,-0.337,62,natural
2021-12-31,"Reference: Age and week by age, Report: Day of week",42.6,4.94,38,0.41,-0.346,-0.398,65.9,natural
2021-12-31,"Independent by age, Reference: Week, Report: Day of week",18.2,7.65,8.1,2.1,-0.127,-0.248,39.2,natural
2021-12-31,"Independent by age, Reference: Week and day of week, Report: Day of week",16.6,7.93,6.06,2.26,-0.0882,-0.199,36.9,natural
2022-01-01,"Reference: Fixed, Report: Fixed",15.9,5.26,7.86,2.92,-0.249,0.0513,28.8,natural
2022-01-01,"Reference: Fixed, Report: Day of week",20.7,5.04,0.642,15,-0.316,0.529,35.9,natural
2022-01-01,"Reference: Age, Report: Day of week",15,3.93,7.36,3.79,-0.344,0.0259,27.2,natural
2022-01-01,"Reference: Age and week, Report: Day of week",14.5,4.42,5.67,4.41,-0.305,0.0624,27.3,natural
2022-01-01,"Reference: Age and week by age, Report: Day of week",18.4,4.61,9.71,4.08,-0.354,-0.00561,33.1,natural
2022-01-01,"Independent by age, Reference: Week, Report: Day of week",16.7,7.02,1.67,7.91,-0.178,0.0989,30.2,natural
2022-01-01,"Independent by age, Reference: Week and day of week, Report: Day of week",16.3,6.6,1.97,7.63,-0.207,0.0457,29.9,natural
2022-01-02,"Reference: Fixed, Report: Fixed",8.35,4.01,0.286,4.05,-0.0338,0.455,14.6,natural
2022-01-02,"Reference: Fixed, Report: Day of week",18.6,3.69,0.0151,14.9,-0.311,0.749,31.4,natural
2022-01-02,"Reference: Age, Report: Day of week",5.24,2.9,0.333,2,0.0202,0.298,9.23,natural
2022-01-02,"Reference: Age and week, Report: Day of week",6.18,3.13,0.146,2.9,-0.0216,0.42,11.1,natural
2022-01-02,"Reference: Age and week by age, Report: Day of week",5.19,3.26,0.625,1.27,0.0376,0.169,8.51,natural
2022-01-02,"Independent by age, Reference: Week, Report: Day of week",7.52,3.93,0.0908,3.49,0.0167,0.381,15,natural
2022-01-02,"Independent by age, Reference: Week and day of week, Report: Day of week",5.34,3.32,0.25,1.77,0.0603,0.252,10.1,natural
2022-01-03,"Reference: Fixed, Report: Fixed",12.8,4.4,0.161,8.23,-0.181,0.542,23.8,natural
2022-01-03,"Reference: Fixed, Report: Day of week",20.8,3.66,0.00166,17.2,-0.338,0.79,34.6,natural
2022-01-03,"Reference: Age, Report: Day of week",5.33,3.05,0.0606,2.22,0.0585,0.276,11,natural
2022-01-03,"Reference: Age and week, Report: Day of week",6.37,3.22,0.0365,3.11,0.0483,0.401,13.3,natural
2022-01-03,"Reference: Age and week by age, Report: Day of week",4.45,2.91,0.809,0.712,0.0942,-0.22,9.14,natural
2022-01-03,"Independent by age, Reference: Week, Report: Day of week",8.88,3.79,0.303,4.78,-0.0941,0.361,19.3,natural
2022-01-03,"Independent by age, Reference: Week and day of week, Report: Day of week",4.45,2.91,0.308,1.23,0.0842,0.195,8.54,natural
2022-01-04,"Reference: Fixed, Report: Fixed",12.7,6.86,3.74,2.01,-0.0375,0.0131,23.9,natural
2022-01-04,"Reference: Fixed, Report: Day of week",8.63,4.35,3.08,1.17,-0.0495,-0.0452,15.5,natural
2022-01-04,"Reference: Age, Report: Day of week",21,3.92,16.9,0.0748,-0.226,-0.615,35.7,natural
2022-01-04,"Reference: Age and week, Report: Day of week",21.6,3.9,17.6,0.0731,-0.252,-0.645,36.8,natural
2022-01-04,"Reference: Age and week by age, Report: Day of week",40.9,3.42,38,0,-0.409,-0.854,59.3,natural
2022-01-04,"Independent by age, Reference: Week, Report: Day of week",14.2,4.36,9.74,0.0332,-0.13,-0.644,26.5,natural
2022-01-04,"Independent by age, Reference: Week and day of week, Report: Day of week",18.3,3.86,14.5,0.0183,-0.203,-0.713,32.9,natural
2022-01-05,"Reference: Fixed, Report: Fixed",14.9,8.89,3.86,2.17,-0.0877,0.0125,25.7,natural
2022-01-05,"Reference: Fixed, Report: Day of week",11.3,5.11,4.63,1.59,-0.148,-0.0705,22.3,natural
2022-01-05,"Reference: Age, Report: Day of week",32.1,4.62,27.2,0.25,-0.373,-0.563,52.4,natural
2022-01-05,"Reference: Age and week, Report: Day of week",33,4.59,28.2,0.229,-0.367,-0.551,52.7,natural
2022-01-05,"Reference: Age and week by age, Report: Day of week",44.2,4.65,39.4,0.177,-0.393,-0.616,66.9,natural
2022-01-05,"Independent by age, Reference: Week, Report: Day of week",17.5,4.86,12.5,0.167,-0.226,-0.496,35.9,natural
2022-01-05,"Independent by age, Reference: Week and day of week, Report: Day of week",12.6,5.35,7.03,0.222,-0.13,-0.406,28.2,natural
2022-01-06,"Reference: Fixed, Report: Fixed",16.1,8.8,4.46,2.85,-0.0828,0.00357,32.4,natural
2022-01-06,"Reference: Fixed, Report: Day of week",8.91,5.14,2.06,1.7,-0.0795,-0.0268,15.7,natural
2022-01-06,"Reference: Age, Report: Day of week",23.1,4.63,18.3,0.17,-0.297,-0.612,39.5,natural
2022-01-06,"Reference: Age and week, Report: Day of week",21.3,4.77,16.3,0.182,-0.282,-0.563,38.4,natural
2022-01-06,"Reference: Age and week by age, Report: Day of week",28.1,4.69,23.3,0.0698,-0.359,-0.682,47.8,natural
2022-01-06,"Independent by age, Reference: Week, Report: Day of week",12.8,4.77,8,0.086,-0.144,-0.505,24,natural
2022-01-06,"Independent by age, Reference: Week and day of week, Report: Day of week",12.1,4.99,6.96,0.155,-0.133,-0.495,21.8,natural
2022-01-07,"Reference: Fixed, Report: Fixed",12.1,7.5,2.22,2.34,0.0471,-0.033,25.2,natural
2022-01-07,"Reference: Fixed, Report: Day of week",6.45,4.55,0.62,1.28,0.039,0.14,11.6,natural
2022-01-07,"Reference: Age, Report: Day of week",15.1,3.92,11.1,0.0519,-0.167,-0.553,29.7,natural
2022-01-07,"Reference: Age and week, Report: Day of week",14.2,4.16,9.93,0.0722,-0.122,-0.481,26.6,natural
2022-01-07,"Reference: Age and week by age, Report: Day of week",15.3,4.57,10.7,0.0422,-0.146,-0.538,31,natural
2022-01-07,"Independent by age, Reference: Week, Report: Day of week",8.53,4.11,4.35,0.0714,0.0244,-0.506,16.8,natural
2022-01-07,"Independent by age, Reference: Week and day of week, Report: Day of week",7.45,4.32,2.83,0.302,0.0536,-0.412,14,natural
2022-01-08,"Reference: Fixed, Report: Fixed",12.7,6.78,4.66,1.22,-0.0519,-0.0679,23.8,natural
2022-01-08,"Reference: Fixed, Report: Day of week",10.4,5.04,0.497,4.83,-0.128,0.316,19.8,natural
2022-01-08,"Reference: Age, Report: Day of week",13,4.45,7.97,0.634,-0.151,-0.29,25.7,natural
2022-01-08,"Reference: Age and week, Report: Day of week",13.8,4.78,8.13,0.913,-0.133,-0.239,23,natural
2022-01-08,"Reference: Age and week by age, Report: Day of week",15.5,5.4,9.73,0.36,-0.136,-0.451,23.5,natural
2022-01-08,"Independent by age, Reference: Week, Report: Day of week",11.8,6.8,2.6,2.42,-0.00325,-0.143,23,natural
2022-01-08,"Independent by age, Reference: Week and day of week, Report: Day of week",12.1,6.78,2.67,2.68,-0.0211,-0.164,23.8,natural
2022-01-09,"Reference: Fixed, Report: Fixed",7.44,5.16,0.51,1.77,0.0503,0.338,13.2,natural
2022-01-09,"Reference: Fixed, Report: Day of week",20.5,4.75,0.00974,15.8,-0.242,0.721,34.6,natural
2022-01-09,"Reference: Age, Report: Day of week",12.2,4.33,2.07,5.8,-0.109,0.221,23.7,natural
2022-01-09,"Reference: Age and week, Report: Day of week",14.7,4.54,3.58,6.59,-0.125,0.217,27.1,natural
2022-01-09,"Reference: Age and week by age, Report: Day of week",16.2,4.89,7.38,3.93,-0.17,-0.0741,27.2,natural
2022-01-09,"Independent by age, Reference: Week, Report: Day of week",15.9,6.33,0.242,9.33,0.0276,0.215,29.6,natural
2022-01-09,"Independent by age, Reference: Week and day of week, Report: Day of week",13.2,5.63,0.42,7.18,0.0325,0.0875,24.6,natural
2022-01-10,"Reference: Fixed, Report: Fixed",9.15,4.58,0.0519,4.52,-0.13,0.631,18.2,natural
2022-01-10,"Reference: Fixed, Report: Day of week",15.7,3.71,0.0308,12,-0.174,0.638,26,natural
2022-01-10,"Reference: Age, Report: Day of week",12.3,3.46,1.89,6.98,-0.18,0.211,22.2,natural
2022-01-10,"Reference: Age and week, Report: Day of week",12.7,3.38,3.79,5.54,-0.182,0.153,22,natural
2022-01-10,"Reference: Age and week by age, Report: Day of week",14.6,3.61,6.46,4.5,-0.232,-0.15,24.8,natural
2022-01-10,"Independent by age, Reference: Week, Report: Day of week",12,4.45,0.502,7.07,0.013,0.15,21.7,natural
2022-01-10,"Independent by age, Reference: Week and day of week, Report: Day of week",8.54,3.55,1.12,3.86,-0.013,-0.0304,17.4,natural
2022-01-11,"Reference: Fixed, Report: Fixed",9.24,6.49,1.19,1.55,0.0341,0.174,17.4,natural
2022-01-11,"Reference: Fixed, Report: Day of week",5.68,3.95,1.3,0.429,0.0714,-0.0768,10.5,natural
2022-01-11,"Reference: Age, Report: Day of week",13.9,3.82,9.78,0.295,-0.167,-0.436,26.3,natural
2022-01-11,"Reference: Age and week, Report: Day of week",19.1,3.52,15.3,0.279,-0.193,-0.457,31.8,natural
2022-01-11,"Reference: Age and week by age, Report: Day of week",29.3,3.46,25.8,0.0357,-0.308,-0.696,45,natural
2022-01-11,"Independent by age, Reference: Week, Report: Day of week",9.47,4.32,5.05,0.0974,-0.0568,-0.504,20.3,natural
2022-01-11,"Independent by age, Reference: Week and day of week, Report: Day of week",9.38,4.11,5.2,0.0714,-0.0763,-0.575,20.7,natural
2022-01-12,"Reference: Fixed, Report: Fixed",10.7,7.58,2.32,0.752,0.086,-0.0929,16.3,natural
2022-01-12,"Reference: Fixed, Report: Day of week",8.6,4.12,4.46,0.0211,0.00974,-0.467,18.9,natural
2022-01-12,"Reference: Age, Report: Day of week",21.9,3.9,17.9,0.0519,-0.196,-0.642,36.6,natural
2022-01-12,"Reference: Age and week, Report: Day of week",27.1,3.71,23.4,0.0471,-0.219,-0.654,40.8,natural
2022-01-12,"Reference: Age and week by age, Report: Day of week",34.4,4.05,30.3,0.00325,-0.346,-0.8,51.1,natural
2022-01-12,"Independent by age, Reference: Week, Report: Day of week",17.3,4.1,13.2,0.00812,-0.231,-0.746,33.5,natural
2022-01-12,"Independent by age, Reference: Week and day of week, Report: Day of week",11,4.96,5.97,0.114,-0.0763,-0.557,22.9,natural
2022-01-13,"Reference: Fixed, Report: Fixed",13.4,7.78,4.84,0.782,-0.00325,-0.229,23.4,natural
2022-01-13,"Reference: Fixed, Report: Day of week",9.49,4.51,4.82,0.149,-0.0276,-0.431,18.9,natural
2022-01-13,"Reference: Age, Report: Day of week",15.7,4.55,11,0.157,-0.144,-0.492,28.9,natural
2022-01-13,"Reference: Age and week, Report: Day of week",17,4.52,12.3,0.201,-0.144,-0.479,30.1,natural
2022-01-13,"Reference: Age and week by age, Report: Day of week",20.9,5.55,15.3,0.0227,-0.231,-0.663,40.5,natural
2022-01-13,"Independent by age, Reference: Week, Report: Day of week",16.5,4.44,12,0.101,-0.24,-0.609,32,natural
2022-01-13,"Independent by age, Reference: Week and day of week, Report: Day of week",14.2,4.83,9.11,0.244,-0.2,-0.666,27.2,natural
2022-01-14,"Reference: Fixed, Report: Fixed",14.8,7.42,6.41,0.945,0.00649,-0.219,26.7,natural
2022-01-14,"Reference: Fixed, Report: Day of week",8.56,4.62,3.52,0.418,-0.0244,-0.216,16.6,natural
2022-01-14,"Reference: Age, Report: Day of week",10.5,4.93,5.15,0.454,-0.0503,-0.292,21.8,natural
2022-01-14,"Reference: Age and week, Report: Day of week",10.3,5.03,4.7,0.58,-0.0422,-0.248,20.8,natural
2022-01-14,"Reference: Age and week by age, Report: Day of week",17.8,6.32,11.2,0.209,-0.114,-0.479,32.9,natural
2022-01-14,"Independent by age, Reference: Week, Report: Day of week",12.5,4.6,7.77,0.157,-0.12,-0.574,25.1,natural
2022-01-14,"Independent by age, Reference: Week and day of week, Report: Day of week",9.56,5.09,4.05,0.415,-0.0341,-0.454,19.4,natural
2022-01-15,"Reference: Fixed, Report: Fixed",16.9,6.78,9.56,0.571,-0.0406,-0.324,29.9,natural
2022-01-15,"Reference: Fixed, Report: Day of week",8.42,5.02,2.21,1.19,0.00487,-0.156,15,natural
2022-01-15,"Reference: Age, Report: Day of week",9.04,5.4,2.64,0.998,-0.0195,-0.191,15.5,natural
2022-01-15,"Reference: Age and week, Report: Day of week",9.11,5.47,2.6,1.03,-0.0179,-0.188,15.9,natural
2022-01-15,"Reference: Age and week by age, Report: Day of week",14.5,6.65,7.6,0.211,-0.0974,-0.445,27.6,natural
2022-01-15,"Independent by age, Reference: Week, Report: Day of week",11.1,6.27,4.27,0.518,-0.0584,-0.414,22.2,natural
2022-01-15,"Independent by age, Reference: Week and day of week, Report: Day of week",11.2,6.18,4.64,0.411,-0.0584,-0.436,22,natural
2022-01-16,"Reference: Fixed, Report: Fixed",7.93,5.14,2.32,0.468,0.109,-0.136,14.1,natural
2022-01-16,"Reference: Fixed, Report: Day of week",10.5,4.63,0.6,5.3,-0.013,0.138,20.5,natural
2022-01-16,"Reference: Age, Report: Day of week",11.4,4.86,0.817,5.76,0.00162,0.103,22.4,natural
2022-01-16,"Reference: Age and week, Report: Day of week",11.2,4.87,0.795,5.53,0.0146,0.0964,21.6,natural
2022-01-16,"Reference: Age and week by age, Report: Day of week",9.84,5.42,2.62,1.79,-0.00162,-0.221,20.5,natural
2022-01-16,"Independent by age, Reference: Week, Report: Day of week",10.9,5.61,1.66,3.67,-0.026,-0.16,21.2,natural
2022-01-16,"Independent by age, Reference: Week and day of week, Report: Day of week",10,4.85,3.27,1.9,-0.0909,-0.288,19.1,natural
2022-01-17,"Reference: Fixed, Report: Fixed",7.57,4.59,0.409,2.58,-0.099,0.451,14.7,natural
2022-01-17,"Reference: Fixed, Report: Day of week",8.48,3.56,0.667,4.26,-0.162,0.322,16.9,natural
2022-01-17,"Reference: Age, Report: Day of week",8.39,3.61,0.848,3.93,-0.149,0.246,16.6,natural
2022-01-17,"Reference: Age and week, Report: Day of week",7.47,3.47,0.867,3.13,-0.131,0.224,14.9,natural
2022-01-17,"Reference: Age and week by age, Report: Day of week",6,3.67,1.37,0.96,-0.0552,0.0545,11.3,natural
2022-01-17,"Independent by age, Reference: Week, Report: Day of week",5.94,3.76,0.854,1.33,0.026,0.0652,11.7,natural
2022-01-17,"Independent by age, Reference: Week and day of week, Report: Day of week",5.61,3.06,2.04,0.509,-0.0406,-0.0982,10.4,natural
2022-01-18,"Reference: Fixed, Report: Fixed",14.7,6.82,7.76,0.0917,-0.0146,-0.471,26.7,natural
2022-01-18,"Reference: Fixed, Report: Day of week",20.7,4,16.7,0,-0.276,-0.805,36.4,natural
2022-01-18,"Reference: Age, Report: Day of week",23.5,3.95,19.5,0,-0.331,-0.837,41.1,natural
2022-01-18,"Reference: Age and week, Report: Day of week",26,3.83,22.2,0,-0.367,-0.846,44.1,natural
2022-01-18,"Reference: Age and week by age, Report: Day of week",47.8,3.79,44.1,0,-0.513,-0.93,68,natural
2022-01-18,"Independent by age, Reference: Week, Report: Day of week",25.1,4.3,20.8,0,-0.383,-0.881,44.9,natural
2022-01-18,"Independent by age, Reference: Week and day of week, Report: Day of week",23.2,4.27,18.9,0,-0.357,-0.86,42.3,natural
2022-01-19,"Reference: Fixed, Report: Fixed",19.4,8.56,10.1,0.75,-0.149,-0.333,31.2,natural
2022-01-19,"Reference: Fixed, Report: Day of week",22.9,4.63,18,0.287,-0.377,-0.644,41.6,natural
2022-01-19,"Reference: Age, Report: Day of week",25.9,4.54,21.1,0.237,-0.416,-0.673,46.1,natural
2022-01-19,"Reference: Age and week, Report: Day of week",26.8,4.54,22,0.229,-0.409,-0.671,47.3,natural
2022-01-19,"Reference: Age and week by age, Report: Day of week",46.7,4.81,41.8,0.101,-0.519,-0.796,72.7,natural
2022-01-19,"Independent by age, Reference: Week, Report: Day of week",27.8,4.86,22.9,0.0698,-0.36,-0.714,48.8,natural
2022-01-19,"Independent by age, Reference: Week and day of week, Report: Day of week",15.3,5.83,9.37,0.0901,-0.161,-0.568,30.7,natural
2022-01-20,"Reference: Fixed, Report: Fixed",28.2,9.1,18.9,0.196,-0.213,-0.596,41.5,natural
2022-01-20,"Reference: Fixed, Report: Day of week",31.5,5.08,26.4,0.0568,-0.338,-0.77,52.4,natural
2022-01-20,"Reference: Age, Report: Day of week",32.8,5.13,27.6,0.0373,-0.364,-0.782,55,natural
2022-01-20,"Reference: Age and week, Report: Day of week",32,5.2,26.7,0.0471,-0.354,-0.779,54.2,natural
2022-01-20,"Reference: Age and week by age, Report: Day of week",50.5,5.58,45,0,-0.429,-0.888,75.8,natural
2022-01-20,"Independent by age, Reference: Week, Report: Day of week",33.8,5.35,28.4,0.013,-0.451,-0.874,57.5,natural
2022-01-20,"Independent by age, Reference: Week and day of week, Report: Day of week",26.1,5.8,20.2,0.0162,-0.377,-0.836,47.7,natural
2022-01-21,"Reference: Fixed, Report: Fixed",21.7,9,12,0.756,-0.107,-0.44,38.6,natural
2022-01-21,"Reference: Fixed, Report: Day of week",15.1,5.57,9.33,0.245,-0.102,-0.52,25.7,natural
2022-01-21,"Reference: Age, Report: Day of week",15.1,5.58,9.33,0.221,-0.0877,-0.488,27.3,natural
2022-01-21,"Reference: Age and week, Report: Day of week",15,5.65,9.16,0.229,-0.0893,-0.457,27.4,natural
2022-01-21,"Reference: Age and week by age, Report: Day of week",18.6,6.71,11.8,0.0942,-0.0942,-0.585,39.5,natural
2022-01-21,"Independent by age, Reference: Week, Report: Day of week",15.4,5.78,9.54,0.0714,-0.151,-0.662,29.1,natural
2022-01-21,"Independent by age, Reference: Week and day of week, Report: Day of week",12.7,6.23,6.15,0.285,-0.0893,-0.531,21.3,natural
2022-01-22,"Reference: Fixed, Report: Fixed",39.3,8.14,31,0.115,-0.3,-0.682,62.6,natural
2022-01-22,"Reference: Fixed, Report: Day of week",25.8,5.72,20,0.0828,-0.261,-0.603,45.3,natural
2022-01-22,"Reference: Age, Report: Day of week",25.4,5.92,19.4,0.102,-0.261,-0.603,45.8,natural
2022-01-22,"Reference: Age and week, Report: Day of week",25.2,5.98,19.1,0.109,-0.256,-0.586,45.3,natural
2022-01-22,"Reference: Age and week by age, Report: Day of week",24.9,7.27,17.5,0.0909,-0.198,-0.59,46.4,natural
2022-01-22,"Independent by age, Reference: Week, Report: Day of week",25.8,7.11,18.6,0.017,-0.242,-0.729,46.4,natural
2022-01-22,"Independent by age, Reference: Week and day of week, Report: Day of week",29.2,6.78,22.4,0.0203,-0.274,-0.75,51.5,natural
2022-01-23,"Reference: Fixed, Report: Fixed",15.1,5.86,9.01,0.244,-0.0779,-0.294,29.3,natural
2022-01-23,"Reference: Fixed, Report: Day of week",15.7,4.91,8.53,2.3,-0.211,-0.0652,26.9,natural
2022-01-23,"Reference: Age, Report: Day of week",15.2,5.09,7.53,2.59,-0.198,-0.0661,27.6,natural
2022-01-23,"Reference: Age and week, Report: Day of week",15.1,5.11,7.37,2.63,-0.19,-0.0625,27.5,natural
2022-01-23,"Reference: Age and week by age, Report: Day of week",18.6,6.57,7.28,4.75,-0.188,0.00357,35.6,natural
2022-01-23,"Independent by age, Reference: Week, Report: Day of week",14.4,5.92,7.4,1.12,-0.0601,-0.25,25.2,natural
2022-01-23,"Independent by age, Reference: Week and day of week, Report: Day of week",18.8,5.05,13.2,0.507,-0.127,-0.437,27.2,natural
2022-01-24,"Reference: Fixed, Report: Fixed",9.84,5.58,2.91,1.34,-0.0195,-0.111,17,natural
2022-01-24,"Reference: Fixed, Report: Day of week",11,4.16,4.41,2.49,-0.234,-0.271,21,natural
2022-01-24,"Reference: Age, Report: Day of week",10.8,4.28,4.07,2.46,-0.205,-0.315,21.2,natural
2022-01-24,"Reference: Age and week, Report: Day of week",10.6,4.25,4.15,2.25,-0.214,-0.34,20.9,natural
2022-01-24,"Reference: Age and week by age, Report: Day of week",13.8,5.34,4.25,4.17,-0.205,-0.274,27.2,natural
2022-01-24,"Independent by age, Reference: Week, Report: Day of week",10.2,4.77,4.21,1.26,-0.185,-0.36,20.5,natural
2022-01-24,"Independent by age, Reference: Week and day of week, Report: Day of week",12.9,3.95,8.19,0.781,-0.282,-0.5,24,natural
2022-01-25,"Reference: Fixed, Report: Fixed",17.6,8.67,8.51,0.378,-0.0114,-0.319,33,natural
2022-01-25,"Reference: Fixed, Report: Day of week",21.7,4.99,16.7,0.00649,-0.214,-0.724,41.1,natural
2022-01-25,"Reference: Age, Report: Day of week",23.3,5.05,18.2,0.00487,-0.219,-0.738,43.2,natural
2022-01-25,"Reference: Age and week, Report: Day of week",23.8,5.08,18.7,0.00649,-0.237,-0.739,44.2,natural
2022-01-25,"Reference: Age and week by age, Report: Day of week",35.9,5.61,30.3,0.00162,-0.281,-0.781,59,natural
2022-01-25,"Independent by age, Reference: Week, Report: Day of week",20.3,5.68,14.6,0,-0.205,-0.77,42.1,natural
2022-01-25,"Independent by age, Reference: Week and day of week, Report: Day of week",15.2,5.93,9.25,0.0227,-0.099,-0.682,34.2,natural
2022-01-26,"Reference: Fixed, Report: Fixed",28.5,10.6,17.6,0.317,-0.123,-0.518,43.3,natural
2022-01-26,"Reference: Fixed, Report: Day of week",37.5,5.53,32,0.00812,-0.383,-0.829,61.7,natural
2022-01-26,"Reference: Age, Report: Day of week",38.7,5.65,33,0.013,-0.406,-0.841,64,natural
2022-01-26,"Reference: Age and week, Report: Day of week",39,5.63,33.3,0.00974,-0.393,-0.834,64,natural
2022-01-26,"Reference: Age and week by age, Report: Day of week",46.1,6.74,39.4,0.0114,-0.412,-0.859,74.3,natural
2022-01-26,"Independent by age, Reference: Week, Report: Day of week",35,6.22,28.7,0.0114,-0.386,-0.841,61.4,natural
2022-01-26,"Independent by age, Reference: Week and day of week, Report: Day of week",17.2,7.6,9.42,0.149,-0.119,-0.676,35.2,natural
2022-01-27,"Reference: Fixed, Report: Fixed",39.2,10.7,27.8,0.794,-0.24,-0.487,58,natural
2022-01-27,"Reference: Fixed, Report: Day of week",45.5,5.46,40,0.0844,-0.37,-0.741,67.6,natural
2022-01-27,"Reference: Age, Report: Day of week",44.2,5.72,38.4,0.0763,-0.37,-0.746,67.2,natural
2022-01-27,"Reference: Age and week, Report: Day of week",44.9,5.72,39.1,0.0649,-0.373,-0.749,67.9,natural
2022-01-27,"Reference: Age and week by age, Report: Day of week",44.3,7.36,36.8,0.129,-0.339,-0.743,69.3,natural
2022-01-27,"Independent by age, Reference: Week, Report: Day of week",41.6,6.2,35.4,0.0568,-0.412,-0.794,65.2,natural
2022-01-27,"Independent by age, Reference: Week and day of week, Report: Day of week",31,7,23.9,0.104,-0.286,-0.73,50.8,natural
2022-01-28,"Reference: Fixed, Report: Fixed",47.6,9.55,37.9,0.133,-0.302,-0.69,69.2,natural
2022-01-28,"Reference: Fixed, Report: Day of week",49.3,5.53,43.7,0.0195,-0.411,-0.838,74.3,natural
2022-01-28,"Reference: Age, Report: Day of week",47.4,5.76,41.6,0.0195,-0.401,-0.838,73.3,natural
2022-01-28,"Reference: Age and week, Report: Day of week",46.9,5.77,41.1,0.0162,-0.381,-0.829,73.2,natural
2022-01-28,"Reference: Age and week by age, Report: Day of week",40.7,7.37,33.3,0.0244,-0.326,-0.785,70,natural
2022-01-28,"Independent by age, Reference: Week, Report: Day of week",44.3,6.03,38.3,0,-0.464,-0.915,71.3,natural
2022-01-28,"Independent by age, Reference: Week and day of week, Report: Day of week",34.5,6.53,28,0,-0.39,-0.876,59.2,natural
2022-01-29,"Reference: Fixed, Report: Fixed",46.6,8.53,38,0.00812,-0.356,-0.824,73.3,natural
2022-01-29,"Reference: Fixed, Report: Day of week",32,6.12,25.9,0.0455,-0.325,-0.757,55.5,natural
2022-01-29,"Reference: Age, Report: Day of week",29.1,6.34,22.7,0.0503,-0.269,-0.733,53.2,natural
2022-01-29,"Reference: Age and week, Report: Day of week",27.3,6.56,20.7,0.0649,-0.224,-0.695,50.7,natural
2022-01-29,"Reference: Age and week by age, Report: Day of week",24.9,8.14,16.6,0.158,-0.175,-0.645,49,natural
2022-01-29,"Independent by age, Reference: Week, Report: Day of week",27.6,7.24,20.3,0.0438,-0.292,-0.815,52.3,natural
