model,location,forecast_date,anomaly,n_anomaly
BIOCOMSC-Gompertz,FR,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,HR,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,IT,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,LV,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,MT,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,NO,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,PL,2022-01-24,FALSE,0
BIOCOMSC-Gompertz,PT,2022-01-24,TRUE,1
BIOCOMSC-Gompertz,RO,2022-01-24,FALSE,0
CovidMetrics-epiBATS,DE,2022-01-24,TRUE,1
DirkBeckmann-Gompertz,DE,2022-01-24,TRUE,1
EuroCOVIDhub-baseline,AT,2022-01-24,TRUE,1
EuroCOVIDhub-baseline,BE,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,BG,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,CH,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,CY,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,CZ,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,DE,2022-01-24,TRUE,1
EuroCOVIDhub-baseline,DK,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,EE,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,ES,2022-01-24,TRUE,2
EuroCOVIDhub-baseline,FI,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,FR,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,GB,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,GR,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,HR,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,HU,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,IE,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,IS,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,IT,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,LI,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,LT,2022-01-24,TRUE,4
EuroCOVIDhub-baseline,LU,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,LV,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,MT,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,NL,2022-01-24,TRUE,1
EuroCOVIDhub-baseline,NO,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,PL,2022-01-24,TRUE,2
EuroCOVIDhub-baseline,PT,2022-01-24,TRUE,3
EuroCOVIDhub-baseline,RO,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,SE,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,SI,2022-01-24,FALSE,0
EuroCOVIDhub-baseline,SK,2022-01-24,FALSE,0
FIAS_FZJ-Epi1Ger,DE,2022-01-24,TRUE,1
HZI-AgeExtendedSEIR,DE,2022-01-24,TRUE,1
ICM-agentModel,PL,2022-01-24,TRUE,2
IEM_Health-CovidProject,AT,2022-01-24,TRUE,1
IEM_Health-CovidProject,BE,2022-01-24,FALSE,0
IEM_Health-CovidProject,BG,2022-01-24,FALSE,0
IEM_Health-CovidProject,CH,2022-01-24,FALSE,0
IEM_Health-CovidProject,CY,2022-01-24,FALSE,0
IEM_Health-CovidProject,CZ,2022-01-24,FALSE,0
IEM_Health-CovidProject,DE,2022-01-24,TRUE,1
IEM_Health-CovidProject,DK,2022-01-24,FALSE,0
IEM_Health-CovidProject,EE,2022-01-24,FALSE,0
IEM_Health-CovidProject,ES,2022-01-24,TRUE,2
IEM_Health-CovidProject,FI,2022-01-24,FALSE,0
IEM_Health-CovidProject,FR,2022-01-24,FALSE,0
IEM_Health-CovidProject,GB,2022-01-24,FALSE,0
IEM_Health-CovidProject,GR,2022-01-24,FALSE,0
IEM_Health-CovidProject,HR,2022-01-24,FALSE,0
IEM_Health-CovidProject,HU,2022-01-24,FALSE,0
IEM_Health-CovidProject,IE,2022-01-24,FALSE,0
IEM_Health-CovidProject,IT,2022-01-24,FALSE,0
IEM_Health-CovidProject,LI,2022-01-24,FALSE,0
IEM_Health-CovidProject,LT,2022-01-24,TRUE,4
IEM_Health-CovidProject,LU,2022-01-24,FALSE,0
IEM_Health-CovidProject,LV,2022-01-24,FALSE,0
IEM_Health-CovidProject,MT,2022-01-24,FALSE,0
IEM_Health-CovidProject,NL,2022-01-24,TRUE,1
IEM_Health-CovidProject,NO,2022-01-24,FALSE,0
IEM_Health-CovidProject,PL,2022-01-24,TRUE,2
IEM_Health-CovidProject,PT,2022-01-24,TRUE,3
IEM_Health-CovidProject,RO,2022-01-24,FALSE,0
IEM_Health-CovidProject,SE,2022-01-24,FALSE,0
IEM_Health-CovidProject,SI,2022-01-24,FALSE,0
IEM_Health-CovidProject,SK,2022-01-24,FALSE,0
ILM-EKF,AT,2022-01-24,TRUE,1
ILM-EKF,BE,2022-01-24,FALSE,0
ILM-EKF,BG,2022-01-24,FALSE,0
ILM-EKF,CY,2022-01-24,FALSE,0
ILM-EKF,CZ,2022-01-24,FALSE,0
ILM-EKF,DE,2022-01-24,TRUE,1
ILM-EKF,EE,2022-01-24,FALSE,0
ILM-EKF,ES,2022-01-24,TRUE,2
ILM-EKF,FI,2022-01-24,FALSE,0
ILM-EKF,FR,2022-01-24,FALSE,0
ILM-EKF,GB,2022-01-24,FALSE,0
ILM-EKF,GR,2022-01-24,FALSE,0
ILM-EKF,HR,2022-01-24,FALSE,0
ILM-EKF,HU,2022-01-24,FALSE,0
ILM-EKF,IS,2022-01-24,FALSE,0
ILM-EKF,IT,2022-01-24,FALSE,0
ILM-EKF,LI,2022-01-24,FALSE,0
ILM-EKF,LT,2022-01-24,TRUE,4
ILM-EKF,LU,2022-01-24,FALSE,0
ILM-EKF,LV,2022-01-24,FALSE,0
ILM-EKF,MT,2022-01-24,FALSE,0
ILM-EKF,PL,2022-01-24,TRUE,2
ILM-EKF,PT,2022-01-24,TRUE,3
ILM-EKF,RO,2022-01-24,FALSE,0
ILM-EKF,SI,2022-01-24,FALSE,0
ILM-EKF,SK,2022-01-24,FALSE,0
ITWW-county_repro,DE,2022-01-24,TRUE,1
ITWW-county_repro,PL,2022-01-24,TRUE,2
MIT_CovidAnalytics-DELPHI,DE,2022-01-24,TRUE,1
MOCOS-agent1,PL,2022-01-24,TRUE,2
MUNI-ARIMA,AT,2022-01-24,TRUE,1
MUNI-ARIMA,BE,2022-01-24,FALSE,0
MUNI-ARIMA,BG,2022-01-24,FALSE,0
MUNI-ARIMA,CH,2022-01-24,FALSE,0
MUNI-ARIMA,CY,2022-01-24,FALSE,0
MUNI-ARIMA,CZ,2022-01-24,FALSE,0
MUNI-ARIMA,DE,2022-01-24,TRUE,1
MUNI-ARIMA,DK,2022-01-24,FALSE,0
MUNI-ARIMA,EE,2022-01-24,FALSE,0
MUNI-ARIMA,ES,2022-01-24,TRUE,1
MUNI-ARIMA,FI,2022-01-24,FALSE,0
MUNI-ARIMA,FR,2022-01-24,FALSE,0
MUNI-ARIMA,GB,2022-01-24,FALSE,0
MUNI-ARIMA,GR,2022-01-24,FALSE,0
MUNI-ARIMA,HR,2022-01-24,FALSE,0
MUNI-ARIMA,HU,2022-01-24,FALSE,0
MUNI-ARIMA,IE,2022-01-24,FALSE,0
MUNI-ARIMA,IS,2022-01-24,FALSE,0
MUNI-ARIMA,IT,2022-01-24,FALSE,0
MUNI-ARIMA,LI,2022-01-24,FALSE,0
MUNI-ARIMA,LT,2022-01-24,TRUE,2
MUNI-ARIMA,LU,2022-01-24,FALSE,0
MUNI-ARIMA,LV,2022-01-24,FALSE,0
MUNI-ARIMA,MT,2022-01-24,FALSE,0
MUNI-ARIMA,NL,2022-01-24,FALSE,0
MUNI-ARIMA,NO,2022-01-24,FALSE,0
MUNI-ARIMA,PL,2022-01-24,FALSE,0
MUNI-ARIMA,PT,2022-01-24,TRUE,1
MUNI-ARIMA,RO,2022-01-24,FALSE,0
MUNI-ARIMA,SE,2022-01-24,FALSE,0
MUNI-ARIMA,SI,2022-01-24,FALSE,0
MUNI-ARIMA,SK,2022-01-24,FALSE,0
MUNI_DMS-SEIAR,CZ,2022-01-24,FALSE,0
PL_GRedlarski-DistrictsSum,PL,2022-01-24,TRUE,2
RobertWalraven-ESG,AT,2022-01-24,TRUE,1
RobertWalraven-ESG,BE,2022-01-24,FALSE,0
RobertWalraven-ESG,BG,2022-01-24,FALSE,0
RobertWalraven-ESG,HR,2022-01-24,FALSE,0
RobertWalraven-ESG,CY,2022-01-24,FALSE,0
RobertWalraven-ESG,CZ,2022-01-24,FALSE,0
RobertWalraven-ESG,DK,2022-01-24,FALSE,0
RobertWalraven-ESG,EE,2022-01-24,FALSE,0
RobertWalraven-ESG,FI,2022-01-24,FALSE,0
RobertWalraven-ESG,FR,2022-01-24,FALSE,0
RobertWalraven-ESG,DE,2022-01-24,TRUE,1
RobertWalraven-ESG,GR,2022-01-24,FALSE,0
RobertWalraven-ESG,HU,2022-01-24,FALSE,0
RobertWalraven-ESG,IS,2022-01-24,FALSE,0
RobertWalraven-ESG,IE,2022-01-24,FALSE,0
RobertWalraven-ESG,IT,2022-01-24,FALSE,0
RobertWalraven-ESG,LV,2022-01-24,FALSE,0
RobertWalraven-ESG,LI,2022-01-24,FALSE,0
RobertWalraven-ESG,LT,2022-01-24,TRUE,4
RobertWalraven-ESG,LU,2022-01-24,FALSE,0
